Sample.Name,ID,Continent,Country,Region,Strain,Collection,Latitude,Longitude,Year.of.Collection,Pot.Field,Host,Status_world,Status_ext_eur,Status_recent_ext_eur,Mating.type,fs_level_1,fs_level_2,fs_level_3,fs_level_4,fs_level_5,fs_level_6,fs_level_7,fs_level_8,fs_level_9,fs_level_10,anc1,anc2,anc3,anc4,anc5,anc6,anc7,anc8,anc9
ESCT052207,ESCT052207,Europe,Spain,Olius,tritici,2022,41.98899,1.56179,2022,Field,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.407186,1E-05,1E-05,1E-05,1E-05,0.592744,1E-05,1E-05,1E-05
ESCT052302,ESCT052302,Europe,Spain,Sucs (Lleida),tritici,2023,41.69156,0.42648,2023,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N1,SPAIN_N3,0.878199,1E-05,1E-05,1E-05,1E-05,0.121731,1E-05,1E-05,1E-05
ESCT052307,ESCT052307,Europe,Spain,Sucs (Lleida),tritici,2023,41.69156,0.42648,2023,Field,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.34416,1E-05,1E-05,1E-05,1E-05,0.65577,1E-05,1E-05,1E-05
ESCT052309,ESCT052309,Europe,Spain,Sucs (Lleida),tritici,2023,41.69156,0.42648,2023,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.390355,1E-05,1E-05,1E-05,1E-05,0.609575,1E-05,1E-05,1E-05
ESCT062210,ESCT062210,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.357385,1E-05,0.00182,1E-05,1E-05,0.640735,1E-05,1E-05,1E-05
ESCT062211,ESCT062211,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N1,SPAIN_N3,0.885809,1E-05,1E-05,1E-05,1E-05,0.114121,1E-05,1E-05,1E-05
ESCT062216,renamed_ESCT062216,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.45915,1E-05,1E-05,1E-05,1E-05,0.54078,1E-05,1E-05,1E-05
ESCT062217,ESCT062217,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N1,SPAIN_N3,0.9206,1E-05,1E-05,0.005709,1E-05,0.073632,1E-05,1E-05,1E-05
ESCT062219,ESCT062219,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N1,SPAIN_N3,0.891002,1E-05,1E-05,1E-05,1E-05,0.108928,1E-05,1E-05,1E-05
ESCT062221,renamed_ESCT062221,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.409363,1E-05,1E-05,1E-05,1E-05,0.590567,1E-05,1E-05,1E-05
ESCT062224,renamed_ESCT062224,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.430681,1E-05,1E-05,1E-05,1E-05,0.569249,1E-05,1E-05,1E-05
ESCT062226,ESCT062226,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.512169,1E-05,1E-05,1E-05,1E-05,0.487761,1E-05,1E-05,1E-05
ESMA052301,ESMA052301,Europe,Spain,Mallorca,tritici,2023,39.6710517,2.5752214,2023,Pot,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.471355,1E-05,1E-05,1E-05,1E-05,0.528575,1E-05,1E-05,1E-05
ESMA052302,ESMA052302,Europe,Spain,Mallorca,tritici,2023,39.6710517,2.5752214,2023,Pot,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.443944,1E-05,1E-05,1E-05,1E-05,0.555986,1E-05,1E-05,1E-05
ESMD052201,ESMD052201,Europe,Spain,Madrid,tritici,2022,40.41132191,-3.703662473,2022,Pot,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.374369,1E-05,1E-05,1E-05,1E-05,0.625561,1E-05,1E-05,1E-05
ESMD052202,ESMD052202,Europe,Spain,Madrid,tritici,2022,40.40557644,-3.833207604,2022,Pot,,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.322495,1E-05,1E-05,1E-05,1E-05,0.677435,1E-05,1E-05,1E-05
ESSA052201,ESSA052201,Europe,Spain,Salamanca,tritici,2022,40.95574203,-5.292118509,2022,Field,,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.388254,1E-05,1E-05,1E-05,1E-05,0.598908,0.012778,1E-05,1E-05
ESSA052202,ESSA052202,Europe,Spain,Salamanca,tritici,2022,40.95574203,-5.292118509,2022,Field,,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.409842,1E-05,1E-05,1E-05,1E-05,0.590088,1E-05,1E-05,1E-05
ESSA062301,ESSA062301,Europe,Spain,Salamanca,tritici,2023,40.9236794296207,-5.36371206804169,2023,Pot,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.462704,1E-05,1E-05,1E-05,1E-05,0.537226,1E-05,1E-05,1E-05
FRA_ASOSAN_95_9,SRR11548197,Europe,France,France,tritici,Before 2022,NA,NA,1995,,,Included,Included,Excluded,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old+,0.131445,1E-05,1E-05,1E-05,1E-05,0.703763,0.164732,1E-05,1E-05
FRA_B_STONE_95_45,SRR11548196,Europe,France,France,tritici,Before 2022,NA,NA,1995,,,Included,Included,Excluded,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old+,0.137669,1E-05,1E-05,1E-05,1E-05,0.72741,0.133976,0.000896,1E-05
FRA_M_DOVE_94_10,SRR11548195,Europe,France,France,tritici,Before 2022,NA,NA,1994,,,Included,Included,Excluded,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old,0.03558,1E-05,1E-05,1E-05,1E-05,0.96435,1E-05,1E-05,1E-05
FRA_MERCIA_COKER_98_25,SRR11548194,Europe,France,France,tritici,Before 2022,NA,NA,1998,,,Included,Included,Excluded,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRA_MISSION_96_19,SRR11548193,Europe,France,France,tritici,Before 2022,NA,NA,1996,,,Included,Included,Excluded,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old,0.094716,1E-05,1E-05,1E-05,1E-05,0.90325,1E-05,0.001974,1E-05
FRBE052201,FRBE052201,Europe,France,Bergerac,tritici,2022,44.859587,0.469917,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.992864,1E-05,0.007066,1E-05
FRBE052202,FRBE052202,Europe,France,Bergerac,tritici,2022,44.859587,0.469917,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old+,0.108794,1E-05,1E-05,1E-05,1E-05,0.891136,1E-05,1E-05,1E-05
FRBE052204,FRBE052204,Europe,France,Bergerac,tritici,2022,44.859587,0.469917,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old+,0.184632,1E-05,1E-05,1E-05,0.008913,0.806395,1E-05,1E-05,1E-05
FRCL052201,FRCL052201,Europe,France,Clarensac,tritici,2022,43.826,4.218,2022,Pot,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,0.69651,1E-05,1E-05,1E-05,1E-05,0.30342,1E-05,1E-05,1E-05
FRCL052202,FRCL052202,Europe,France,Clarensac,tritici,2022,43.826,4.218,2022,Pot,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,0.68776,1E-05,1E-05,1E-05,1E-05,0.31217,1E-05,1E-05,1E-05
FRCL052301,FRCL052301,Europe,France,Clarensac,tritici,2023,43.826,4.218,2023,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRCL052302,FRCL052302,Europe,France,Clarensac,tritici,2023,43.826,4.218,2023,Pot,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,0.674254,1E-05,1E-05,1E-05,1E-05,0.325676,1.1E-05,1E-05,1E-05
FRCO042201,FRCO042201,Europe,France,Cortevaix,tritici,2022,46.52973913,4.646218568,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRCO042202,FRCO042202,Europe,France,Cortevaix,tritici,2022,46.52973913,4.646218568,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRCO042203,FRCO042203,Europe,France,Cortevaix,tritici,2022,46.52973913,4.646218568,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRCO042204,renamed_FRCO042204,Europe,France,Cortevaix,tritici,2022,46.52973913,4.646218568,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRLO052301,FRLO052301,Europe,France,Louhans,tritici,2023,46.63110745,5.23174322208867,2023,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRLO052302,FRLO052302,Europe,France,Louhans,tritici,2023,46.63110745,5.23174322208867,2023,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRMP052201,FRMP052201,Europe,France,Marais Poitevin,tritici,2022,46.368861,-0.991562,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRMP052202,FRMP052202,Europe,France,Marais Poitevin,tritici,2022,46.368861,-0.991562,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRMP052203,FRMP052203,Europe,France,Marais Poitevin,tritici,2022,46.368861,-0.991562,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRMP052204,FRMP052204,Europe,France,Marais Poitevin,tritici,2022,46.368861,-0.991562,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRMP052206,FRMP052206,Europe,France,Marais Poitevin,tritici,2022,46.368861,-0.991562,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRMU052302,FRMU052302,Europe,France,Munster,tritici,2023,48.03480211,7.136236275,2023,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRMU052303,FRMU052303,Europe,France,Munster,tritici,2023,48.03480211,7.136236275,2023,Pot,Triticale,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.998566,1E-05,1E-05,0.001364
FRNE052204,FRNE052204,Europe,France,Mourmelon,tritici,2022,49.14827083,4.360349464,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRNE052205,FRNE052205,Europe,France,Mourmelon,tritici,2022,49.14827083,4.360349464,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRNE052208,FRNE052208,Europe,France,Cuperly,tritici,2022,49.05512806,4.436114757,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRRI052203,FRRI052203,Europe,France,Riom,tritici,2022,45.894536,3.141422,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRRI052204,FRRI052204,Europe,France,Riom,tritici,2022,45.894536,3.141422,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,0.008951,0.990979,1E-05,1E-05,1E-05
FRRN052301,FRRN052301,Europe,France,Rennes,tritici,2023,48.10015077,-1.680136345,2023,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRRN052302,FRRN052302,Europe,France,Rennes,tritici,2023,48.10015077,-1.680136345,2023,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSA042201,renamed_FRSA042201,Europe,France,Sailly,tritici,2022,46.533195,4.559358,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSA042202,FRSA042202,Europe,France,Sailly,tritici,2022,46.533195,4.559358,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1.2E-05,1E-05,1E-05,1E-05,1E-05,0.999916,1E-05,1.2E-05,1E-05
FRSA042203,FRSA042203,Europe,France,Sailly,tritici,2022,46.533195,4.559358,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSA042204,FRSA042204,Europe,France,Sailly,tritici,2022,46.533195,4.559358,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSB042201,renamed_FRSB042201,Europe,France,Saint-Brieuc,tritici,2022,48.44729,-2.73981,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSB042203,FRSB042203,Europe,France,Saint-Brieuc,tritici,2022,48.44729,-2.73981,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSB042204,FRSB042204,Europe,France,Saint-Brieuc,tritici,2022,48.44729,-2.73981,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSD062201,FRSD062201,Europe,France,Saint-Dyé-sur-Loire,tritici,2022,47.653814,1.481745,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSD062202,FRSD062202,Europe,France,Saint-Dyé-sur-Loire,tritici,2022,47.653814,1.481745,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSD062203,FRSD062203,Europe,France,Saint-Dyé-sur-Loire,tritici,2022,47.653814,1.481745,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSD062204,FRSD062204,Europe,France,Saint-Dyé-sur-Loire,tritici,2022,47.653814,1.481745,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
FRSG052301,FRSG052301,Europe,France,St Germain Du Bois,tritici,2023,46.7502397922701,5.24444256674623,2023,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.999918,1.2E-05,1E-05,1E-05
FRSG052302,FRSG052302,Europe,France,St Germain Du Bois,tritici,2023,46.7502397922701,5.24444256674623,2023,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,0.018687,1E-05,1E-05,1E-05,1E-05,0.981243,1E-05,1E-05,1E-05
GBR_JIW11,SRR11548188,Europe,United Kingdom,United Kingdom,tritici,Before 2022,NA,NA,,,,Included,Included,Excluded,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old,1E-05,1E-05,0.010055,1E-05,1E-05,0.989875,1E-05,1E-05,1E-05
GBR_JIW48,SRR11548187,Europe,United Kingdom,United Kingdom,tritici,Before 2022,NA,NA,,,,Included,Included,Excluded,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
GBR_WC1110,SRR11548186,Europe,United Kingdom,United Kingdom,tritici,Before 2022,NA,NA,,,,Included,Included,Excluded,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR_old,N_EUR_old,0.009334,1E-05,0.008648,1E-05,0.014177,0.958447,1E-05,0.009353,1E-05
GRTH052302,GRTH052302,Europe,Greece,Thessaloniki,tritici,2023,40.53605,23.00096,2023,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT+,IT+1,0.616342,1E-05,1E-05,1E-05,0.018783,0.239316,0.122741,1E-05,0.002778
GRTH052303,GRTH052303,Europe,Greece,Thessaloniki,tritici,2023,40.53404,22.98472,2023,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT,IT,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
GRTH052305,GRTH052305,Europe,Greece,Thessaloniki,tritici,2023,40.53605,23.00096,2023,Field,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR2,S_EUR4,0.246843,0.01988,1E-05,1E-05,1E-05,0.515474,0.217754,1E-05,1E-05
HUMV062206,HUMV062206,Europe,Hungary,Martonvásár,tritici,2022,47.32902778,18.78938889,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.828107,0.166241,1E-05,0.005592
HUMV062211,HUMV062211,Europe,Hungary,Martonvásár,tritici,2022,47.31086111,18.78030556,2022,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.007885,1E-05,1E-05,1E-05,1E-05,0.793946,0.198109,1E-05,1E-05
HUMV062213,HUMV062213,Europe,Hungary,Martonvásár,tritici,2022,47.31369444,18.77347222,2022,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.021883,1E-05,1E-05,1E-05,0.00237,0.738148,0.237548,1E-05,1E-05
HUMV062215,HUMV062215,Europe,Hungary,Martonvásár,tritici,2022,47.31869444,18.77466667,2022,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,1E-05,1E-05,1E-05,1E-05,0.931747,0.068183,1E-05,1E-05
