Sample.Name,ID,Continent,Country,Region,Strain,Collection,Latitude,Longitude,Year.of.Collection,Pot.Field,Host,Status_world,Status_ext_eur,Status_recent_ext_eur,Mating.type,fs_level_1,fs_level_2,fs_level_3,fs_level_4,fs_level_5,fs_level_6,fs_level_7,fs_level_8,fs_level_9,fs_level_10,anc1,anc2,anc3,anc4,anc5,anc6,anc7,anc8,anc9
CHZR042301,CHZR042301,Europe,Switzerland,Zurich ,tritici,2023,47.353907,8.625124,2023,Field,,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
CHZR042302,CHZR042302,Europe,Switzerland,Witikon Zurich,tritici,2023,47.356058,8.59774,2023,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
CHZR052205,CHZR052205,Europe,Switzerland,Witikon Zurich,tritici,2022,47.356058,8.59774,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,1E-05,1E-05,1E-05,1E-05,0.994135,1E-05,1E-05,0.005795
CHZR062208,CHZR062208,Europe,Switzerland,Zurich,tritici,2022,47.348098,8.624128,2022,Field,,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
CZKA042201,CZKA042201,Europe,Czech Republic,Kroměříž roof of the institute (Agrotest Fyto Ltd.),tritici,2022,49.2849792,17.3643381,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.014149,0.001559,1E-05,1E-05,0.011218,0.784632,0.188397,1.4E-05,1E-05
CZKA042204,CZKA042204,Europe,Czech Republic,Kroměříž roof of the institute (Agrotest Fyto Ltd.),tritici,2022,49.2849792,17.3643381,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,1E-05,1E-05,1E-05,0.011617,0.889759,0.098564,1E-05,1E-05
CZKA042205,renamed_CZKA042205,Europe,Czech Republic,Kroměříž roof of the institute (Agrotest Fyto Ltd.),tritici,2022,49.2849792,17.3643381,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.049232,0.006003,1E-05,1E-05,1E-05,0.744186,0.200529,1E-05,1E-05
CZKA052301,CZKA052301,Europe,Czech Republic,Kroměříž close to the institute (Agrotest Fyto Ltd.),tritici,2023,49.2899058,17.3658633,2023,Field,,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,IT+,IT+,IT+2,0.867484,1E-05,0.000964,1E-05,0.013273,0.118228,1E-05,1E-05,1E-05
CZKA052302,CZKA052302,Europe,Czech Republic,Kroměříž close to the institute (Agrotest Fyto Ltd.),tritici,2023,49.2899058,17.3658633,2023,Field,,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1.9E-05,1E-05,1E-05,0.003515,1E-05,0.837167,0.159249,1E-05,1E-05
CZPR052201,CZPR052201,Europe,Czech Republic,Prague,tritici,2022,50.081499,14.309154,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.997021,1E-05,0.002909,1E-05
CZPR052202,CZPR052202,Europe,Czech Republic,Prague,tritici,2022,50.081499,14.309154,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
CZPR052203,CZPR052203,Europe,Czech Republic,Prague,tritici,2022,50.08778,14.28088,2022,Field,,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.853334,0.146596,1E-05,1E-05
CZPR052204,CZPR052204,Europe,Czech Republic,Prague,tritici,2022,50.00088702,14.5598933,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,0.028565,0.008013,1E-05,1E-05,0.011681,0.951691,1E-05,1E-05,1E-05
CZPR052205,CZPR052205,Europe,Czech Republic,Prague,tritici,2022,50.00088702,14.5598933,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,0.017475,1E-05,1E-05,1E-05,0.945803,0.036661,1E-05,1E-05
CZUH042202,renamed_CZUH042202,Europe,Czech Republic,Uherské Hradiště u Baťova kanálu (field),tritici,2022,49.0835897,17.464465,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,1E-05,1E-05,1E-05,1E-05,0.857004,0.138634,1E-05,0.004302
CZUH042203,CZUH042203,Europe,Czech Republic,Uherské Hradiště u Baťova kanálu (field),tritici,2022,49.0835897,17.464465,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.018778,1E-05,1E-05,1E-05,1E-05,0.769467,0.211694,1E-05,1E-05
CZUH042204,CZUH042204,Europe,Czech Republic,Uherské Hradiště u Baťova kanálu (field),tritici,2022,49.0835897,17.464465,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.043541,1E-05,1E-05,1E-05,1E-05,0.762947,0.193452,1E-05,1E-05
CZUH042205,CZUH042205,Europe,Czech Republic,Uherské Hradiště u Baťova kanálu (field),tritici,2022,49.0835897,17.464465,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.986673,1E-05,1E-05,0.013257
CZUH042206,CZUH042206,Europe,Czech Republic,Uherské Hradiště u Baťova kanálu (field),tritici,2022,49.0835897,17.464465,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,1E-05,1E-05,1E-05,1E-05,0.87792,0.118156,0.003865,1E-05
CZUH052301,CZUH052301,Europe,Czech Republic,Uherské Hradiště at the Bata channel,tritici,2023,49.0775319,17.4611247,2023,Field,,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,0.011699,1E-05,1E-05,1E-05,0.015322,0.933777,0.038252,1E-05,0.000911
CZUH052302,CZUH052302,Europe,Czech Republic,Uherské Hradiště,tritici,2023,49.0775319,17.4611247,2023,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.037484,1E-05,1E-05,1E-05,1E-05,0.734071,0.228385,1E-05,1E-05
DEBD052307,DEBD052307,Europe,Germany,Berlin Dahlem,tritici,2023,52.460509,13.297172,2023,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,0.009071,1E-05,1E-05,0.003951,0.986918,1E-05,1E-05,1E-05
DEBD052318,DEBD052318,Europe,Germany,Berlin Dahlem,tritici,2023,52.460509,13.297172,2023,Field,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,TUR+,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,S_EUR1,0.351891,1E-05,1E-05,1E-05,0.00531,0.642739,1E-05,1E-05,1E-05
DEBE032202,renamed_DEBE032202,Europe,Germany,Berlin,tritici,2022,52.53295,13.403097,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEBE032203,DEBE032203,Europe,Germany,Berlin,tritici,2022,52.53295,13.403097,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEBE052301,DEBE052301,Europe,Germany,Berlin,tritici,2023,52.53295,13.403097,2023,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,1E-05,1E-05,1E-05,0.007778,0.992152,1E-05,1E-05,1E-05
DEBE052302,DEBE052302,Europe,Germany,Berlin,tritici,2023,52.53295,13.403097,2023,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DECO042201,DECO042201,Europe,Germany,Cologne,tritici,2022,50.956411,6.858728,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DECO042202,DECO042202,Europe,Germany,Cologne,tritici,2022,50.956411,6.858728,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DECO042203,DECO042203,Europe,Germany,Cologne,tritici,2022,50.956411,6.858728,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DECO042204,DECO042204,Europe,Germany,Cologne,tritici,2022,50.956411,6.858728,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEDO072301,DEDO072301,Europe,Germany,Dortmund,tritici,2023,51.456504,7.526609,2023,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEDO072302,DEDO072302,Europe,Germany,Dortmund,tritici,2023,51.456504,7.526609,2023,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEGO062303,DEGO062303,Europe,Germany,Göttingen,tritici,2023,51.529278,9.891861,2023,Pot,Triticale,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHA062201,DEHA062201,Europe,Germany,Hamburg,tritici,2022,53.55291321,10.01539673,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,1E-05,1E-05,0.009762,1E-05,0.986108,1E-05,0.004071,1E-05
DEHI052201,DEHI052201,Europe,Germany,Hiltrup,tritici,2022,51.912571,7.636333,2022,Pot,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHO062206,DEHO062206,Europe,Germany,Hohenheim,tritici,2022,48.737211,9.20339,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHO062208,DEHO062208,Europe,Germany,Hohenheim,tritici,2022,48.737211,9.20339,2022,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHO062211,DEHO062211,Europe,Germany,Hohenheim,tritici,2022,48.737211,9.20339,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHO062214,DEHO062214,Europe,Germany,Hohenheim,tritici,2022,48.737211,9.20339,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHO062215,DEHO062215,Europe,Germany,Hohenheim,tritici,2022,48.737211,9.20339,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHO062232,DEHO062232,Europe,Germany,Hohenheim,tritici,2022,48.715945,9.189,2022,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHO062233,DEHO062233,Europe,Germany,Hohenheim,tritici,2022,48.712669,9.196224,2022,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHO062240,DEHO062240,Europe,Germany,Hohenheim,tritici,2022,48.712669,9.196224,2022,Field,6n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHO062314,DEHO062314,Europe,Germany,Kleinhohenheim (Organic research station),tritici,2023,48.7402585,9.2026698,2023,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DEHO062320,DEHO062320,Europe,Germany,Heidfeldhof,tritici,2023,48.712513,9.1941663,2023,Field,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1.2E-05,1E-05,1E-05,1E-05,1E-05,0.999918,1E-05,1E-05,1E-05
DELO042201,DELO042201,Europe,Germany,Lomersheim,tritici,2022,48.931292,8.868213,2022,Pot,6n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DELO042203,DELO042203,Europe,Germany,Lomersheim,tritici,2022,48.931292,8.868213,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,1E-05,1E-05,1E-05,0.024216,0.968937,0.004803,1E-05,0.001994
DELO042204,DELO042204,Europe,Germany,Lomersheim,tritici,2022,48.931292,8.868213,2022,Pot,4n,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DELO042205,DELO042205,Europe,Germany,Lomersheim,tritici,2022,48.931292,8.868213,2022,Pot,Triticale,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
DELW052301,DELW052301,Europe,Germany,Leutewitz,tritici,2023,51.1347972,13.3512805,2023,Field,,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1E-05,1E-05,1E-05,0.002931,0.003149,0.99386,1E-05,1E-05,1E-05
DELW052304,DELW052304,Europe,Germany,Leutewitz,tritici,2023,51.134776,13.3512647,2023,Field,,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,0.023169,0.968173,0.008598,1E-05,1E-05
DELW052307,DELW052307,Europe,Germany,Leutewitz,tritici,2023,51.1348826,13.3490818,2023,Field,,Included,Included,Included,1_2_1,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1E-05,1E-05,1E-05,1E-05,1E-05,0.993786,1E-05,1E-05,0.006144
DKES062203,DKES062203,Europe,Denmark,Esbjerg,tritici,2022,55.518111,8.453419,2022,Pot,4n,Included,Included,Included,1_1_3,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR_2,1E-05,1E-05,1E-05,1E-05,1E-05,0.99992,1E-05,1E-05,1E-05
ESAN032201,ESAN032201,Europe,Spain,Seville,tritici,2022,37.35194444,-5.938055556,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN032203,ESAN032203,Europe,Spain,Seville,tritici,2022,37.35194444,-5.938055556,2022,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN032205,ESAN032205,Europe,Spain,Seville,tritici,2022,37.35194444,-5.938055556,2022,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN032208,ESAN032208,Europe,Spain,Seville,tritici,2022,37.35194444,-5.938055556,2022,Field,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N1,SPAIN_N1,0.79701,1E-05,1E-05,1E-05,1E-05,0.20292,1E-05,1E-05,1E-05
ESAN032210,ESAN032210,Europe,Spain,Seville,tritici,2022,37.35194444,-5.938055556,2022,Field,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.999917,1E-05,1E-05,1E-05,1E-05,1.2E-05,1E-05,1E-05,1E-05
ESAN032212,ESAN032212,Europe,Spain,Ecija,tritici,2022,37.53833333,-5.107222222,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN032214,ESAN032214,Europe,Spain,Ecija,tritici,2022,37.53833333,-5.107222222,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN032215,ESAN032215,Europe,Spain,Ecija,tritici,2022,37.53833333,-5.107222222,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN032216,ESAN032216,Europe,Spain,Ecija,tritici,2022,37.53833333,-5.107222222,2022,Field,6n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN032219,ESAN032219,Europe,Spain,Ecija,tritici,2022,37.53833333,-5.107222222,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN032222,ESAN032222,Europe,Spain,Escacena,tritici,2022,37.45583333,-6.364444444,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN032225,ESAN032225,Europe,Spain,Escacena,tritici,2022,37.45583333,-6.364444444,2022,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN032226,ESAN032226,Europe,Spain,Escacena,tritici,2022,37.45583333,-6.364444444,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.978311,1E-05,1E-05,1E-05,1E-05,0.021619,1E-05,1E-05,1E-05
ESAN032227,ESAN032227,Europe,Spain,Escacena,tritici,2022,37.45583333,-6.364444444,2022,Field,6n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN042303,ESAN042303,Europe,Spain,Cordoba,tritici,2023,37.77916667,-4.78833333,2023,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN042310,ESAN042310,Europe,Spain,Cordoba,tritici,2023,37.77916667,-4.78833333,2023,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN042315,ESAN042315,Europe,Spain,Escacena,tritici,2023,37.45472222,-6.36333333,2023,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.994141,1E-05,0.005789,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESAN042318,ESAN042318,Europe,Spain,Escacena,tritici,2023,37.45472222,-6.36333333,2023,Field,4n,Included,Included,Included,1_2_1,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_S,SPAIN_S,SPAIN_S,0.99992,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05
ESCT052202,ESCT052202,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Included,Included,Included,1_1_3,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N2,SPAIN_N2,0.394732,1E-05,1E-05,1E-05,1E-05,0.605198,1E-05,1E-05,1E-05
