Sample.Name,ID,Continent,Country,Region,Strain,Collection,Latitude,Longitude,Year.of.Collection,Pot.Field,Host,Status_world,Status_ext_eur,Status_recent_ext_eur,fs_level1,fs_level2,fs_level3,fs_level4,fs_level5,fs_level6,fs_level7,fs_level8,anc1,anc2,anc3,anc4,anc5,anc6,anc7,Mating.type
ESCT052302,ESCT052302,Europe,Spain,Sucs (Lleida),tritici,2023,41.69156,0.42648,2023,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_admx,Catalonia_admx,0.123807,0.876143,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESCT052307,ESCT052307,Europe,Spain,Sucs (Lleida),tritici,2023,41.69156,0.42648,2023,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.659307,0.340643,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESCT052309,ESCT052309,Europe,Spain,Sucs (Lleida),tritici,2023,41.69156,0.42648,2023,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.610672,0.389278,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESCT062210,ESCT062210,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.644337,0.354833,0.00079,1E-05,1E-05,1E-05,1E-05,1_2_1
ESCT062211,ESCT062211,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_admx,Catalonia_admx,0.116697,0.883253,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESCT062212,ESCT062212,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
ESCT062214,ESCT062214,Europe,Spain,Sucs,triticale,2022,41.69156,0.42648,2022,Field,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ESCT062216,renamed_ESCT062216,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.542125,0.457825,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESCT062217,ESCT062217,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_admx,Catalonia_admx,0.080932,0.919018,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESCT062219,ESCT062219,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_admx,Catalonia_admx,0.112818,0.887132,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESCT062221,renamed_ESCT062221,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.586069,0.413881,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESCT062224,renamed_ESCT062224,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.567714,0.432236,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ESCT062226,ESCT062226,Europe,Spain,Sucs,tritici,2022,41.69156,0.42648,2022,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.489046,0.510904,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESMA052301,ESMA052301,Europe,Spain,Mallorca,tritici,2023,39.6710517,2.5752214,2023,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.528962,0.470988,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESMA052302,ESMA052302,Europe,Spain,Mallorca,tritici,2023,39.6710517,2.5752214,2023,Pot,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.555011,0.444939,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESMA052303,ESMA052303,Europe,Spain,Mallorca,triticale,2023,39.6710517,2.5752214,2023,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ESMD052201,ESMD052201,Europe,Spain,Madrid,tritici,2022,40.41132191,-3.703662473,2022,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.628539,0.371411,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESMD052202,ESMD052202,Europe,Spain,Madrid,tritici,2022,40.40557644,-3.833207604,2022,Pot,,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.677813,0.322137,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESSA052201,ESSA052201,Europe,Spain,Salamanca,tritici,2022,40.95574203,-5.292118509,2022,Field,,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.599032,0.390673,1E-05,1E-05,0.010255,1E-05,1E-05,1_2_1
ESSA052202,ESSA052202,Europe,Spain,Salamanca,tritici,2022,40.95574203,-5.292118509,2022,Field,,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.590735,0.409215,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ESSA062301,ESSA062301,Europe,Spain,Salamanca,tritici,2023,40.9236794296207,-5.36371206804169,2023,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,Spain,Spain_N,Spain_N,Spain_N,0.541031,0.458919,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRA_ASOSAN_95_9,SRR11548197,Europe,France,France,tritici,Before 2022,NA,NA,1995,,,Included,Included,Excluded,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,old_Europe_N,old_Europe1,old_Europe1,0.698892,0.13199,1E-05,1.9E-05,0.169069,1E-05,1E-05,1_2_1
FRA_B_STONE_95_45,SRR11548196,Europe,France,France,tritici,Before 2022,NA,NA,1995,,,Included,Included,Excluded,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,old_Europe_N,old_Europe1,old_Europe1,0.730302,0.135089,1E-05,1E-05,0.13457,1E-05,1E-05,1_2_1
FRA_M_DOVE_94_10,SRR11548195,Europe,France,France,tritici,Before 2022,NA,NA,1994,,,Included,Included,Excluded,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,old_Europe_N,old_Europe2,old_Europe2,0.960928,0.039022,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRA_MERCIA_COKER_98_25,SRR11548194,Europe,France,France,tritici,Before 2022,NA,NA,1998,,,Included,Included,Excluded,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,old_Europe_N,old_Europe2,old_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRA_MISSION_96_19,SRR11548193,Europe,France,France,tritici,Before 2022,NA,NA,1996,,,Included,Included,Excluded,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,old_Europe_N,old_Europe1,old_Europe1,0.905387,0.094563,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRBE052201,FRBE052201,Europe,France,Bergerac,tritici,2022,44.859587,0.469917,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRBE052202,FRBE052202,Europe,France,Bergerac,tritici,2022,44.859587,0.469917,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,old_Europe_N,old_Europe1,FR_Bergerac,0.891049,0.108901,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRBE052203,FRBE052203,Europe,France,Bergerac,triticale,2022,44.859587,0.469917,2022,Pot,4n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
FRBE052204,FRBE052204,Europe,France,Bergerac,tritici,2022,44.859587,0.469917,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,old_Europe_N,old_Europe1,FR_Bergerac,0.805058,0.186832,1E-05,1E-05,1E-05,1E-05,0.00807,1_2_1
FRBE052206,FRBE052206,Europe,France,Bergerac,triticale,2022,44.859587,0.469917,2022,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
FRCL052201,FRCL052201,Europe,France,Clarensac,tritici,2022,43.826,4.218,2022,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,S_Europe_admx,S_Europe_admx,0.302304,0.697646,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRCL052202,FRCL052202,Europe,France,Clarensac,tritici,2022,43.826,4.218,2022,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,S_Europe_admx,S_Europe_admx,0.313319,0.686244,1E-05,1E-05,1E-05,1E-05,0.000397,1_1_3
FRCL052301,FRCL052301,Europe,France,Clarensac,tritici,2023,43.826,4.218,2023,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRCL052302,FRCL052302,Europe,France,Clarensac,tritici,2023,43.826,4.218,2023,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,S_Europe_admx,S_Europe_admx,0.324642,0.675308,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRCL052303,FRCL052303,Europe,France,Clarensac,triticale,2023,43.826,4.218,2023,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
FRCO042201,FRCO042201,Europe,France,Cortevaix,tritici,2022,46.52973913,4.646218568,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRCO042202,FRCO042202,Europe,France,Cortevaix,tritici,2022,46.52973913,4.646218568,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRCO042203,FRCO042203,Europe,France,Cortevaix,tritici,2022,46.52973913,4.646218568,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRCO042204,renamed_FRCO042204,Europe,France,Cortevaix,tritici,2022,46.52973913,4.646218568,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRLO052301,FRLO052301,Europe,France,Louhans,tritici,2023,46.63110745,5.23174322208867,2023,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRLO052302,FRLO052302,Europe,France,Louhans,tritici,2023,46.63110745,5.23174322208867,2023,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRMP052201,FRMP052201,Europe,France,Marais Poitevin,tritici,2022,46.368861,-0.991562,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRMP052202,FRMP052202,Europe,France,Marais Poitevin,tritici,2022,46.368861,-0.991562,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRMP052203,FRMP052203,Europe,France,Marais Poitevin,tritici,2022,46.368861,-0.991562,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRMP052204,FRMP052204,Europe,France,Marais Poitevin,tritici,2022,46.368861,-0.991562,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRMP052205,FRMP052205,Europe,France,Marais Poitevin,triticale,2022,46.368861,-0.991562,2022,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
FRMP052206,FRMP052206,Europe,France,Marais Poitevin,tritici,2022,46.368861,-0.991562,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRMU052301,FRMU052301,Europe,France,Munster,triticale,2023,48.03480211,7.136236275,2023,Pot,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
FRMU052302,FRMU052302,Europe,France,Munster,tritici,2023,48.03480211,7.136236275,2023,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRMU052303,FRMU052303,Europe,France,Munster,tritici,2023,48.03480211,7.136236275,2023,Pot,Triticale,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRNE052204,FRNE052204,Europe,France,Mourmelon,tritici,2022,49.14827083,4.360349464,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRNE052205,FRNE052205,Europe,France,Mourmelon,tritici,2022,49.14827083,4.360349464,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRNE052208,FRNE052208,Europe,France,Cuperly,tritici,2022,49.05512806,4.436114757,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRPA052301,FRPA052301,Europe,France,Paris,triticale,2023,48.84673989,2.380138236,2023,Pot,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
FRPA052303,FRPA052303,Europe,France,Paris,triticale,2023,48.84673989,2.380138236,2023,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
FRRI052203,FRRI052203,Europe,France,Riom,tritici,2022,45.894536,3.141422,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRRI052204,FRRI052204,Europe,France,Riom,tritici,2022,45.894536,3.141422,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.990055,1E-05,1E-05,1E-05,1E-05,1E-05,0.009895,1_2_1
FRRI052205,FRRI052205,Europe,France,Riom,triticale,2022,45.894536,3.141422,2022,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
FRRN052301,FRRN052301,Europe,France,Rennes,tritici,2023,48.10015077,-1.680136345,2023,Pot,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRRN052302,FRRN052302,Europe,France,Rennes,tritici,2023,48.10015077,-1.680136345,2023,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRRN052303,FRRN052303,Europe,France,Rennes,triticale,2023,48.10015077,-1.680136345,2023,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
FRRN052304,FRRN052304,Europe,France,Rennes,triticale,2023,48.10015077,-1.680136345,2023,Pot,Rye,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
FRSA042201,renamed_FRSA042201,Europe,France,Sailly,tritici,2022,46.533195,4.559358,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRSA042202,FRSA042202,Europe,France,Sailly,tritici,2022,46.533195,4.559358,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRSA042203,FRSA042203,Europe,France,Sailly,tritici,2022,46.533195,4.559358,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRSA042204,FRSA042204,Europe,France,Sailly,tritici,2022,46.533195,4.559358,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRSA042205,FRSA042205,Europe,France,Sailly,triticale,2022,46.533195,4.559358,2022,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
FRSB042201,renamed_FRSB042201,Europe,France,Saint-Brieuc,tritici,2022,48.44729,-2.73981,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRSB042203,FRSB042203,Europe,France,Saint-Brieuc,tritici,2022,48.44729,-2.73981,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRSB042204,FRSB042204,Europe,France,Saint-Brieuc,tritici,2022,48.44729,-2.73981,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRSD062201,FRSD062201,Europe,France,Saint-Dyé-sur-Loire,tritici,2022,47.653814,1.481745,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRSD062202,FRSD062202,Europe,France,Saint-Dyé-sur-Loire,tritici,2022,47.653814,1.481745,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRSD062203,FRSD062203,Europe,France,Saint-Dyé-sur-Loire,tritici,2022,47.653814,1.481745,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
FRSD062204,FRSD062204,Europe,France,Saint-Dyé-sur-Loire,tritici,2022,47.653814,1.481745,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRSD062205,FRSD062205,Europe,France,Saint-Dyé-sur-Loire,triticale,2022,47.653814,1.481745,2022,Pot,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
FRSG052301,FRSG052301,Europe,France,St Germain Du Bois,tritici,2023,46.7502397922701,5.24444256674623,2023,Pot,4n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
FRSG052302,FRSG052302,Europe,France,St Germain Du Bois,tritici,2023,46.7502397922701,5.24444256674623,2023,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.981462,0.018488,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
GBR_JIW11,SRR11548188,Europe,United Kingdom,United Kingdom,tritici,Before 2022,NA,NA,,,,Included,Included,Excluded,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,old_Europe_N,old_Europe2,old_Europe2,0.991907,1E-05,0.008043,1E-05,1E-05,1E-05,1E-05,1_2_1
GBR_JIW48,SRR11548187,Europe,United Kingdom,United Kingdom,tritici,Before 2022,NA,NA,,,,Included,Included,Excluded,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
GBR_WC1110,SRR11548186,Europe,United Kingdom,United Kingdom,tritici,Before 2022,NA,NA,,,,Included,Included,Excluded,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,old_Europe_N,old_Europe2,old_Europe2,0.957092,0.015449,0.013396,1E-05,1E-05,1E-05,0.014033,1_1_3
GRTH052302,GRTH052302,Europe,Greece,Thessaloniki,tritici,2023,40.53605,23.00096,2023,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,SE_Europe,SE_Europe1,0.241812,0.619607,1E-05,1E-05,0.117734,0.007256,0.01357,1_2_1
GRTH052303,GRTH052303,Europe,Greece,Thessaloniki,tritici,2023,40.53404,22.98472,2023,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
GRTH052305,GRTH052305,Europe,Greece,Thessaloniki,tritici,2023,40.53605,23.00096,2023,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,IT_GR_admx,IT_GR_admx,0.52084,0.246616,1E-05,0.01294,0.219573,1E-05,1E-05,1_1_3
HO-101,SRR2153090,Europe,Belgium,Belgium: Hoogstraten,triticale,Before 2022,NA,NA,2009/2010,,,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
HUMV062206,HUMV062206,Europe,Hungary,Martonvásár,tritici,2022,47.32902778,18.78938889,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.822033,1E-05,1E-05,1E-05,0.17136,0.006567,1E-05,1_1_3
HUMV062211,HUMV062211,Europe,Hungary,Martonvásár,tritici,2022,47.31086111,18.78030556,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.791635,0.009214,1E-05,1E-05,0.199111,1E-05,1E-05,1_2_1
HUMV062213,HUMV062213,Europe,Hungary,Martonvásár,tritici,2022,47.31369444,18.77347222,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.735659,0.02299,1E-05,1E-05,0.237418,1E-05,0.003903,1_2_1
HUMV062215,HUMV062215,Europe,Hungary,Martonvásár,tritici,2022,47.31869444,18.77466667,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.928566,1E-05,1E-05,1E-05,0.071384,1E-05,1E-05,1_2_1
HUMV062226,HUMV062226,Europe,Hungary,Martonvásár,tritici,2022,47.30725,18.81463889,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.823452,1E-05,1E-05,1E-05,0.176498,1E-05,1E-05,1_1_3
HUMV062227,HUMV062227,Europe,Hungary,Martonvásár,tritici,2022,47.30636111,18.81702778,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.759497,1E-05,1E-05,1E-05,0.23936,1E-05,0.001103,1_2_1
