"","strain","country","latitude","longitude","host","pot.field","fs_level_4","anc1","anc2","anc5","anc6","anc7","wind_coord1","wind_coord2","wind_coord3","bio2","bio3","bio4","bio7","bio8","bio16","bio19","hurs_range","rsds_range","vpd_range","clt_mean","clt_range"
"HUMV062231","tritici","Hungary",47.32780556,18.78963889,"6n","Field","N_EUR",1e-05,1.7e-05,1e-05,0.805691,0.194232,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.727574753926852,1.2177310475035,0.801126766553105,1.43398714659968,-0.433448209132552,-0.659929546112018,0.53093783930751,-0.201058291695821,0.00555704329721069,0.380504943499252,0.269755710742477
"HUMV062309","tritici","Hungary",47.30111111,18.82111111,"6n","Field","N_EUR",1e-05,1e-05,0.003665,0.733749,0.254379,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.711815646644784,1.17758252573223,0.752808377617345,1.41400429027022,-0.42378340865424,-0.650694936471862,0.546021999337245,-0.191374400047309,0.00935203018334237,0.3734121106651,0.242411504765795
"HUMV062323","tritici","Hungary",47.32863889,18.79108333,"6n","Field","N_EUR",0.006962,1e-05,0.014884,0.739529,0.238574,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.727574753926852,1.2177310475035,0.801126766553105,1.43398714659968,-0.433448209132552,-0.659929546112018,0.53093783930751,-0.201058291695821,0.00555704329721069,0.380504943499252,0.269755710742477
"HUMV062350","tritici","Hungary",47.31733333,18.77555556,"4n","Field","S_EUR2",0.906199,1e-05,1e-05,0.093731,1e-05,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.711815646644784,1.20951884986847,0.776967572085225,1.43398714659968,-0.444186876330676,-0.666855503342135,0.515853679277774,-0.188146436164473,0.00429204766850013,0.360113049101065,0.177089234932613
"HUSZ062201","tritici","Hungary",47.454871,18.507523,"4n","Field","S_EUR2",0.93596,1e-05,0.009001,0.041946,1e-05,-0.512909415023341,0.0847462507015777,0.281600125104146,-0.208913945643991,-0.727574753926852,1.1191846758831,0.680330794213704,1.31409000862286,-0.327135403871121,-0.618373802731318,0.799435887836802,-0.205577441131791,-0.101967585143187,0.439020814381006,0.366979554215119
"IEKD072305","tritici","Ireland",52.99183,-6.98573,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.910800636458512,-0.714948802931619,-0.959810196474263,-1.22495357556014,0.596191760673836,-2.59090372234402,-2.55700126448225,-1.18376703256108,0.514776104461825,0.743731119191637,-0.766299923249741,-1.45286268546004,-1.43071899354076,1.49407969846112,-2.21552878802696
"IEKD072313","tritici","Ireland",52.99183,-6.98573,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.999911,1.9e-05,-0.910800636458512,-0.714948802931619,-0.959810196474263,-1.22495357556014,0.596191760673836,-2.59090372234402,-2.55700126448225,-1.18376703256108,0.514776104461825,0.743731119191637,-0.766299923249741,-1.45286268546004,-1.43071899354076,1.49407969846112,-2.21552878802696
"IELO072305","tritici","Ireland",52.99795,-6.40595,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.910800636458512,-0.714948802931619,-0.959810196474263,-1.22495357556014,0.62770997523797,-2.67667556430992,-2.60531965341801,-1.64337272813893,3.15648823520041,3.17820508557766,-1.14038709198718,-0.91314712424968,-1.77302681066984,1.75651451332474,-1.85245849755881
"IELO072310","tritici","Ireland",52.99795,-6.40595,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.910800636458512,-0.714948802931619,-0.959810196474263,-1.22495357556014,0.62770997523797,-2.67667556430992,-2.60531965341801,-1.64337272813893,3.15648823520041,3.17820508557766,-1.14038709198718,-0.91314712424968,-1.77302681066984,1.75651451332474,-1.85245849755881
"IEME072202","tritici","Ireland",53.5240744,-6.6356433,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.999905,1e-05,-0.950115960682564,-0.724756513585057,-1.00199465151468,-1.26728856013998,0.533154955818811,-2.5562299989961,-2.55700126448225,-1.20374988889055,0.541622772457136,0.788749841187395,-0.905074195523308,-1.31018668183864,-1.45298291660607,1.43024420295375,-2.2519877293292
"ILIL042201","tritici","Israel",31.993333,34.818028,"6n","Field","ME",1e-05,1e-05,0.989248,1e-05,1e-05,2.11426451293287,-0.123844200040209,-0.929891990421214,-0.589928806862547,0.81681926262278,-1.82534440947817,-1.7597478470422,0.135101485184034,2.36182686253921,3.18166806419272,-0.886973203487625,-0.137790199592213,-0.732947404744014,-1.67109695377922,-0.802744812565117
