"","strain","country","latitude","longitude","host","pot.field","fs_level_4","anc1","anc2","anc5","anc6","anc7","wind_coord1","wind_coord2","wind_coord3","bio2","bio3","bio4","bio7","bio8","bio16","bio19","hurs_range","rsds_range","vpd_range","clt_mean","clt_range"
"ESAN032219","tritici","Spain",37.53833333,-5.107222222,"4n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.279754322793113,-0.906621433726476,1.45269711377565,1.18814054549071,0.911373906315185,-0.166480487201504,0.825285961020985,0.195050054172451,0.612497975964756,0.849929130053427,1.70750232162688,1.78413949624899,1.56580265174882,-0.93255573492314,0.70422476126085
"ESAN032222","tritici","Spain",37.45583333,-6.364444444,"4n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.255097895800834,-0.981803593124569,1.60006851945303,0.976465622591516,0.990169818452277,-0.618151357128319,0.414579655067021,0.314947192149284,0.829419053366867,1.05193621593183,0.793402223824907,1.66793279646685,1.16935302171093,-0.972452919615245,0.641940736536188
"ESAN032225","tritici","Spain",37.45583333,-6.364444444,"4n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.255097895800834,-0.981803593124569,1.60006851945303,0.976465622591516,0.990169818452277,-0.618151357128319,0.414579655067021,0.314947192149284,0.829419053366867,1.05193621593183,0.793402223824907,1.66793279646685,1.16935302171093,-0.972452919615245,0.641940736536188
"ESAN032226","tritici","Spain",37.45583333,-6.364444444,"4n","Field","S_EUR2",0.978311,1e-05,1e-05,0.021619,1e-05,0.255097895800834,-0.981803593124569,1.60006851945303,0.976465622591516,0.990169818452277,-0.618151357128319,0.414579655067021,0.314947192149284,0.829419053366867,1.05193621593183,0.793402223824907,1.66793279646685,1.16935302171093,-0.972452919615245,0.641940736536188
"ESAN032227","tritici","Spain",37.45583333,-6.364444444,"6n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.255097895800834,-0.981803593124569,1.60006851945303,0.976465622591516,0.990169818452277,-0.618151357128319,0.414579655067021,0.314947192149284,0.829419053366867,1.05193621593183,0.793402223824907,1.66793279646685,1.16935302171093,-0.972452919615245,0.641940736536188
"ESAN042303","tritici","Spain",37.77916667,-4.78833333,"4n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.233372509827234,-0.871111841762672,1.35097063711391,1.18814054549071,0.785301048058645,0.00688812953808081,0.994400322296148,0.175067197842975,0.774651850656433,0.993065579475839,1.74370430569824,1.98169088587861,1.71026515254756,-0.91482365283776,0.71637774169493
"ESAN042310","tritici","Spain",37.77916667,-4.78833333,"4n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.233372509827234,-0.871111841762672,1.35097063711391,1.18814054549071,0.785301048058645,0.00688812953808081,0.994400322296148,0.175067197842975,0.774651850656433,0.993065579475839,1.74370430569824,1.98169088587861,1.71026515254756,-0.91482365283776,0.71637774169493
"ESAN042315","tritici","Spain",37.45472222,-6.36333333,"4n","Field","S_EUR2",0.994141,1e-05,1e-05,1e-05,1e-05,0.255097895800834,-0.981803593124569,1.60006851945303,0.976465622591516,0.990169818452277,-0.618151357128319,0.414579655067021,0.314947192149284,0.829419053366867,1.05193621593183,0.793402223824907,1.66793279646685,1.16935302171093,-0.972452919615245,0.641940736536188
"ESAN042318","tritici","Spain",37.45472222,-6.36333333,"4n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.255097895800834,-0.981803593124569,1.60006851945303,0.976465622591516,0.990169818452277,-0.618151357128319,0.414579655067021,0.314947192149284,0.829419053366867,1.05193621593183,0.793402223824907,1.66793279646685,1.16935302171093,-0.972452919615245,0.641940736536188
"ESCT052202","tritici","Spain",41.69156,0.42648,"4n","Field","S_EUR2",0.394732,1e-05,1e-05,0.605198,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT052207","tritici","Spain",41.98899,1.56179,"6n","Field","S_EUR2",0.407186,1e-05,1e-05,0.592744,1e-05,-0.093487133726209,-0.518479967590808,0.979207097841162,0.764790699692318,0.738023726212443,-0.238565333109017,0.414579655067021,0.714604318738715,-0.178941796537006,-0.755738621128633,-1.47525544464731,0.430977036563681,-0.265405020372591,-0.420098562655657,-1.19467843156421
"ESCT052302","tritici","Spain",41.69156,0.42648,"4n","Field","S_EUR2",0.878199,1e-05,1e-05,0.121731,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT052307","tritici","Spain",41.69156,0.42648,"6n","Field","S_EUR2",0.34416,1e-05,1e-05,0.65577,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT052309","tritici","Spain",41.69156,0.42648,"6n","Field","S_EUR2",0.390355,1e-05,1e-05,0.609575,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT062210","tritici","Spain",41.69156,0.42648,"6n","Field","S_EUR2",0.357385,1e-05,1e-05,0.640735,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT062211","tritici","Spain",41.69156,0.42648,"4n","Field","S_EUR2",0.885809,1e-05,1e-05,0.114121,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT062216","tritici","Spain",41.69156,0.42648,"4n","Field","S_EUR2",0.45915,1e-05,1e-05,0.54078,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT062217","tritici","Spain",41.69156,0.42648,"4n","Field","S_EUR2",0.9206,1e-05,1e-05,0.073632,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT062219","tritici","Spain",41.69156,0.42648,"4n","Field","S_EUR2",0.891002,1e-05,1e-05,0.108928,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT062221","tritici","Spain",41.69156,0.42648,"6n","Field","S_EUR2",0.409363,1e-05,1e-05,0.590567,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT062224","tritici","Spain",41.69156,0.42648,"6n","Field","S_EUR2",0.430681,1e-05,1e-05,0.569249,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESCT062226","tritici","Spain",41.69156,0.42648,"6n","Field","S_EUR2",0.512169,1e-05,1e-05,0.487761,1e-05,-0.0573301160184312,-0.543062435230369,0.999831993258732,1.14580556091087,0.643469082520038,0.318951639669333,1.09103710016767,0.974381451021835,-1.04018290582658,-1.06278939166381,0.651611119545394,1.21408107453996,0.947219789309352,-0.72863679094127,-0.751094645720276
"ESMA052301","tritici","Spain",39.6710517,2.5752214,"6n","Pot","S_EUR2",0.471355,1e-05,1e-05,0.528575,1e-05,0.160826597222825,-0.560102369433871,1.18319987491814,-2.36799815921581,-2.16165483163863,-1.52514296259752,-2.33956851427133,0.354912904808225,0.929288658309424,0.202352129037514,-1.55670990880788,0.573007447408512,-0.527259115515677,-0.834142679349281,-0.0826807218458545
"ESMA052302","tritici","Spain",39.6710517,2.5752214,"4n","Pot","S_EUR2",0.443944,1e-05,1e-05,0.555986,1e-05,0.160826597222825,-0.560102369433871,1.18319987491814,-2.36799815921581,-2.16165483163863,-1.52514296259752,-2.33956851427133,0.354912904808225,0.929288658309424,0.202352129037514,-1.55670990880788,0.573007447408512,-0.527259115515677,-0.834142679349281,-0.0826807218458545
"ESMD052201","tritici","Spain",40.41132191,-3.703662473,"6n","Pot","S_EUR2",0.374369,1e-05,1e-05,0.625561,1e-05,0.00982060629319343,-0.648961594226164,1.12730570498393,1.06113559175119,0.580432653391768,0.491407790005025,1.01855951676403,-0.704178480653767,-0.687954621728098,-0.580281037965676,2.54919845128612,2.1166197761812,1.50988984495981,-0.703811876021738,0.518891809641124
"ESMD052202","tritici","Spain",40.40557644,-3.833207604,"","Pot","S_EUR2",0.322495,1e-05,1e-05,0.677435,1e-05,0.00982060629319343,-0.648961594226164,1.12730570498393,0.976465622591516,0.533154955818811,0.439397204983151,0.970241127828267,-0.784109905971649,-0.274515934600312,-0.25591537435521,2.90518462798787,2.33676691299069,1.43044811947679,-0.582347113736884,0.906268060977436
"ESSA052201","tritici","Spain",40.95574203,-5.292118509,"","Field","S_EUR2",0.388254,1e-05,1e-05,0.598908,0.012778,-0.0475251869008584,-0.648615738521771,1.05275084659197,0.849460668851997,0.848337477186915,-0.318862376651561,0.366261266131261,-1.02390418192532,-0.549425814872294,-0.349415796961785,2.13287563446542,2.28253711975903,0.35292484294113,-0.363355899982441,1.22376467481779
"ESSA052202","tritici","Spain",40.95574203,-5.292118509,"","Field","S_EUR2",0.409842,1e-05,1e-05,0.590088,1e-05,-0.0475251869008584,-0.648615738521771,1.05275084659197,0.849460668851997,0.848337477186915,-0.318862376651561,0.366261266131261,-1.02390418192532,-0.549425814872294,-0.349415796961785,2.13287563446542,2.28253711975903,0.35292484294113,-0.363355899982441,1.22376467481779
"ESSA062301","tritici","Spain",40.9236794296207,-5.36371206804169,"6n","Pot","S_EUR2",0.462704,1e-05,1e-05,0.537226,1e-05,-0.0475251869008584,-0.648615738521771,1.05275084659197,0.849460668851997,0.87985569175105,-0.328899507094379,0.34210207166338,-0.983938469266364,-0.545130347993045,-0.343644165936688,2.04538750629295,2.20635717212408,0.355707833324293,-0.386407606693435,1.15540415987608
"FRBE052201","tritici","France",44.859587,0.469917,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.992864,1e-05,-0.320101375300202,-0.503229277311997,0.52854603189262,-0.124243976484312,0.501636741254676,-0.849917823717027,-0.769220873859111,-0.724161336983243,0.0948942170151643,0.460921198961871,-0.00605825775107335,-0.432826098483522,-0.334473781700188,0.314009635679077,-0.880220062832379
"FRBE052202","tritici","France",44.859587,0.469917,"6n","Pot","N_EUR",0.108794,1e-05,1e-05,0.891136,1e-05,-0.320101375300203,-0.503229277312,0.52854603189262,-0.124243976484312,0.501636741254676,-0.849917823717027,-0.769220873859111,-0.724161336983243,0.0948942170151643,0.460921198961871,-0.00605825775107335,-0.432826098483522,-0.334473781700188,0.314009635679077,-0.880220062832379
"FRBE052204","tritici","France",44.859587,0.469917,"4n","Pot","N_EUR",0.184632,1e-05,0.008913,0.806395,1e-05,-0.320101375300203,-0.503229277312,0.528546031892621,-0.124243976484312,0.501636741254676,-0.849917823717027,-0.769220873859111,-0.724161336983243,0.0948942170151643,0.460921198961871,-0.00605825775107335,-0.432826098483522,-0.334473781700188,0.314009635679077,-0.880220062832379
"FRCL052201","tritici","France",43.826,4.218,"6n","Pot","S_EUR1",0.69651,1e-05,1e-05,0.30342,1e-05,-0.245682403581,-0.38133507044149,0.710994391375015,0.553115776793121,0.391322990280204,-0.08983330927453,0.438738849534902,0.274981479490332,1.16983480354741,0.283154963388875,-0.49780187472045,1.19471329124293,0.449570508974617,-0.404139688778815,-0.659947292464673
"FRCL052202","tritici","France",43.826,4.218,"6n","Pot","S_EUR1",0.68776,1e-05,1e-05,0.31217,1e-05,-0.245682403581,-0.38133507044149,0.710994391375015,0.553115776793121,0.391322990280204,-0.08983330927453,0.438738849534902,0.274981479490332,1.16983480354741,0.283154963388875,-0.49780187472045,1.19471329124293,0.449570508974617,-0.404139688778815,-0.659947292464673
"FRCL052301","tritici","France",43.826,4.218,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.245682403581,-0.38133507044149,0.710994391375015,0.553115776793121,0.391322990280204,-0.08983330927453,0.438738849534902,0.274981479490332,1.16983480354741,0.283154963388875,-0.49780187472045,1.19471329124293,0.449570508974617,-0.404139688778815,-0.659947292464673
"FRCL052302","tritici","France",43.826,4.218,"6n","Pot","S_EUR1",0.674254,1e-05,1e-05,0.325676,1.1e-05,-0.245682403581,-0.38133507044149,0.710994391375015,0.553115776793121,0.391322990280204,-0.08983330927453,0.438738849534902,0.274981479490332,1.16983480354741,0.283154963388875,-0.49780187472045,1.19471329124293,0.449570508974617,-0.404139688778815,-0.659947292464673
"FRCO042201","tritici","France",46.52973913,4.646218568,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.420869323886144,-0.406410433129736,0.218245412718931,-0.462923853123028,-0.286319374302208,-0.248602463551834,-0.430992151308788,-1.18376703256108,0.5126283710222,0.556730273978485,0.386129903022049,-0.102928189657573,-0.277042980156729,0.543640098684748,-0.676657640561533
"FRCO042202","tritici","France",46.52973913,4.646218568,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.420869323886144,-0.406410433129736,0.218245412718931,-0.462923853123028,-0.286319374302208,-0.248602463551834,-0.430992151308788,-1.18376703256108,0.5126283710222,0.556730273978485,0.386129903022049,-0.102928189657573,-0.277042980156729,0.543640098684748,-0.676657640561533
"FRCO042203","tritici","France",46.52973913,4.646218568,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.420869323886144,-0.406410433129736,0.218245412718931,-0.462923853123028,-0.286319374302208,-0.248602463551834,-0.430992151308788,-1.18376703256108,0.5126283710222,0.556730273978485,0.386129903022049,-0.102928189657573,-0.277042980156729,0.543640098684748,-0.676657640561533
"FRCO042204","tritici","France",46.52973913,4.646218568,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.420869323886144,-0.406410433129736,0.218245412718931,-0.462923853123028,-0.286319374302208,-0.248602463551834,-0.430992151308788,-1.18376703256108,0.5126283710222,0.556730273978485,0.386129903022049,-0.102928189657573,-0.277042980156729,0.543640098684748,-0.676657640561533
"FRLO052301","tritici","France",46.63110745,5.23174322208867,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.420510790208221,-0.349401540653834,0.237350417323006,-0.33591889938351,-0.144487033036845,-0.281451254091966,-0.406832956840907,-1.1038356072432,0.969021726942483,0.916880049944555,-0.184051346101952,-0.142954941804754,-0.245671088564707,0.522361600182293,-0.696406233766914
"FRLO052302","tritici","France",46.63110745,5.23174322208867,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.420510790208221,-0.349401540653834,0.237350417323006,-0.33591889938351,-0.144487033036845,-0.281451254091966,-0.406832956840907,-1.1038356072432,0.969021726942483,0.916880049944555,-0.184051346101952,-0.142954941804754,-0.245671088564707,0.522361600182293,-0.696406233766914
"FRMP052201","tritici","France",46.368861,-0.991562,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.425091285955153,-0.575679184574317,0.239837468039836,-0.632263791442386,0.328286561151933,-1.33626241699176,-1.397359930024,-0.784109905971649,0.673708378994065,0.771434948112104,-0.45556622663719,0.0300639223153144,-0.746862356659831,0.445227043110889,-0.786034464468257
"FRMP052202","tritici","France",46.368861,-0.991562,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.425091285955153,-0.575679184574317,0.239837468039836,-0.632263791442386,0.328286561151933,-1.33626241699176,-1.397359930024,-0.784109905971649,0.673708378994065,0.771434948112104,-0.45556622663719,0.0300639223153144,-0.746862356659831,0.445227043110889,-0.786034464468257
"FRMP052203","tritici","France",46.368861,-0.991562,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.425091285955153,-0.575679184574317,0.239837468039836,-0.632263791442386,0.328286561151933,-1.33626241699176,-1.397359930024,-0.784109905971649,0.673708378994065,0.771434948112104,-0.45556622663719,0.0300639223153144,-0.746862356659831,0.445227043110889,-0.786034464468257
"FRMP052204","tritici","France",46.368861,-0.991562,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.425091285955153,-0.575679184574317,0.239837468039836,-0.632263791442386,0.328286561151933,-1.33626241699176,-1.397359930024,-0.784109905971649,0.673708378994065,0.771434948112104,-0.45556622663719,0.0300639223153144,-0.746862356659831,0.445227043110889,-0.786034464468257
"FRMP052206","tritici","France",46.368861,-0.991562,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.425091285955153,-0.575679184574317,0.239837468039836,-0.632263791442386,0.328286561151933,-1.33626241699176,-1.397359930024,-0.784109905971649,0.673708378994065,0.771434948112104,-0.45556622663719,0.0300639223153144,-0.746862356659831,0.445227043110889,-0.786034464468257
"FRMU052302","tritici","France",48.03480211,7.136236275,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.529819181889611,-0.313444744583266,-0.102301928455374,-0.378253883963349,-0.239042052456006,-0.113557435775737,-0.358514567905147,-1.64337272813893,1.16553933666816,1.7445319389435,-0.181034514096004,-0.533538571628041,-0.678299593583718,0.572898034125626,-1.08378248510323
"FRMU052303","tritici","France",48.03480211,7.136236275,"Triticale","Pot","N_EUR",1e-05,1e-05,1e-05,0.998566,1e-05,-0.529819181889611,-0.313444744583266,-0.102301928455373,-0.378253883963349,-0.239042052456006,-0.113557435775737,-0.358514567905147,-1.64337272813893,1.16553933666816,1.7445319389435,-0.181034514096004,-0.533538571628041,-0.678299593583718,0.572898034125626,-1.08378248510323
"FRNE052204","tritici","France",49.14827083,4.360349464,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.60010501828402,-0.449292844330882,-0.325386699672147,-0.547593822282707,0.0288631470658971,-0.795169839483474,-0.962494429602153,-1.32364702686739,-0.289550068677686,0.131938230531327,0.214170478683065,-0.479954371172944,-0.723333437965814,0.922220051207613,-0.340931556070063
"FRNE052205","tritici","France",49.14827083,4.360349464,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.60010501828402,-0.449292844330885,-0.325386699672147,-0.547593822282707,0.0288631470658971,-0.795169839483474,-0.962494429602153,-1.32364702686739,-0.289550068677686,0.131938230531327,0.214170478683065,-0.479954371172944,-0.723333437965814,0.922220051207613,-0.340931556070063
"FRNE052208","tritici","France",49.05512806,4.436114757,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.60010501828402,-0.449292844330885,-0.325386699672147,-0.589928806862547,-0.00265506749823823,-0.755021317712202,-0.962494429602153,-1.32364702686739,-0.151021261821882,0.2727660275437,0.247355630748483,-0.461232180652489,-0.713972470313356,0.941725341501531,-0.24370771259742
"FRRI052203","tritici","France",45.894536,3.141422,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.386210277267144,-0.456933519247652,0.319446704948442,-0.124243976484312,0.312527453869867,-0.581652700972617,-0.575947318116068,0.794535744056596,0.361213163528647,-0.242063459894976,-0.594340498910757,-0.574856509328353,-0.527512114641419,0.520588391973754,-0.940984965002781
"FRRI052204","tritici","France",45.894536,3.141422,"4n","Pot","N_EUR",1e-05,1e-05,0.008951,0.990979,1e-05,-0.386210277267145,-0.456933519247652,0.319446704948442,-0.124243976484312,0.312527453869867,-0.581652700972617,-0.575947318116068,0.794535744056596,0.361213163528647,-0.242063459894976,-0.594340498910757,-0.574856509328353,-0.527512114641419,0.520588391973754,-0.940984965002781
"FRRN052301","tritici","France",48.10015077,-1.680136345,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.532788307263261,-0.583932458141843,-0.023428246280723,-0.589928806862547,0.62770997523797,-1.71402350820327,-1.61479268023492,-0.963955612936899,0.164695553802972,0.505939920957629,-0.509869202744238,-0.30628991427631,-1.02111340896428,0.789229435567262,-1.18252545113013
"FRRN052302","tritici","France",48.10015077,-1.680136345,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.532788307263261,-0.583932458141843,-0.0234282462807226,-0.589928806862547,0.62770997523797,-1.71402350820327,-1.61479268023492,-0.963955612936899,0.164695553802972,0.505939920957629,-0.509869202744238,-0.30628991427631,-1.02111340896428,0.789229435567262,-1.18252545113013
"FRSA042201","tritici","France",46.533195,4.559358,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.420869323886144,-0.406410433129736,0.218245412718932,-0.505258837702868,-0.33359669614841,-0.265939325225793,-0.455151345776667,-1.20374988889055,0.391281431683395,0.502476942342571,0.371045742992314,-0.155866797336102,-0.296523912838871,0.554279347935977,-0.682734130778573
"FRSA042202","tritici","France",46.533195,4.559358,"6n","Pot","N_EUR",1.2e-05,1e-05,1e-05,0.999916,1e-05,-0.420869323886144,-0.406410433129736,0.218245412718932,-0.505258837702868,-0.33359669614841,-0.265939325225793,-0.455151345776667,-1.20374988889055,0.391281431683395,0.502476942342571,0.371045742992314,-0.155866797336102,-0.296523912838871,0.554279347935977,-0.682734130778573
"FRSA042203","tritici","France",46.533195,4.559358,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.420869323886144,-0.406410433129736,0.218245412718932,-0.505258837702868,-0.33359669614841,-0.265939325225793,-0.455151345776667,-1.20374988889055,0.391281431683395,0.502476942342571,0.371045742992314,-0.155866797336102,-0.296523912838871,0.554279347935977,-0.682734130778573
"FRSA042204","tritici","France",46.533195,4.559358,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.420869323886144,-0.406410433129736,0.218245412718931,-0.505258837702868,-0.33359669614841,-0.265939325225793,-0.455151345776667,-1.20374988889055,0.391281431683395,0.502476942342571,0.371045742992314,-0.155866797336102,-0.296523912838871,0.554279347935977,-0.682734130778573
"FRSB042201","tritici","France",48.44729,-2.73981,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.571642931800799,-0.636011539894374,-0.0804442704208224,-1.05561363724078,0.438600312126406,-2.23321689201814,-2.17045415299616,-0.943972756607423,0.31825849473615,0.767971969497045,-1.75280398919444,0.0416845922935283,-1.41326205386455,0.81760076690387,-1.28582578481981
"FRSB042203","tritici","France",48.44729,-2.73981,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.571642931800799,-0.636011539894374,-0.0804442704208228,-1.05561363724078,0.438600312126406,-2.23321689201814,-2.17045415299616,-0.943972756607423,0.31825849473615,0.767971969497045,-1.75280398919444,0.0416845922935283,-1.41326205386455,0.81760076690387,-1.28582578481981
"FRSB042204","tritici","France",48.44729,-2.73981,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.571642931800799,-0.636011539894374,-0.0804442704208228,-1.05561363724078,0.438600312126406,-2.23321689201814,-2.17045415299616,-0.943972756607423,0.31825849473615,0.767971969497045,-1.75280398919444,0.0416845922935283,-1.41326205386455,0.81760076690387,-1.28582578481981
"FRSD062201","tritici","France",47.653814,1.481745,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.493167399541205,-0.48163572152065,0.0132063947199308,-0.420588868543188,0.281009239305731,-0.859042487755953,-0.962494429602153,-1.08385275091372,-0.199345264213442,0.110006032635957,0.55205566334914,-0.48318233505578,-0.54319806043743,0.827353412050829,-0.400177335686204
"FRSD062202","tritici","France",47.653814,1.481745,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.493167399541205,-0.48163572152065,0.0132063947199308,-0.420588868543188,0.281009239305731,-0.859042487755953,-0.962494429602153,-1.08385275091372,-0.199345264213442,0.110006032635957,0.55205566334914,-0.48318233505578,-0.54319806043743,0.827353412050829,-0.400177335686204
"FRSD062203","tritici","France",47.653814,1.481745,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.493167399541205,-0.48163572152065,0.0132063947199313,-0.420588868543188,0.281009239305731,-0.859042487755953,-0.962494429602153,-1.08385275091372,-0.199345264213442,0.110006032635957,0.55205566334914,-0.48318233505578,-0.54319806043743,0.827353412050829,-0.400177335686204
"FRSD062204","tritici","France",47.653814,1.481745,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.493167399541205,-0.48163572152065,0.0132063947199311,-0.420588868543188,0.281009239305731,-0.859042487755953,-0.962494429602153,-1.08385275091372,-0.199345264213442,0.110006032635957,0.55205566334914,-0.48318233505578,-0.54319806043743,0.827353412050829,-0.400177335686204
"FRSG052301","tritici","France",46.7502397922701,5.24444256674623,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.999918,1.2e-05,-0.457578863263662,-0.346802764401739,0.126749887656123,-0.33591889938351,-0.112968818472711,-0.259552060398545,-0.406832956840907,-1.16378417623161,0.829419053366867,0.754120055036812,-0.0271760817927026,-0.150056462346995,-0.276536981905244,0.561372180770129,-0.638679576705032
"FRSG052302","tritici","France",46.7502397922701,5.24444256674623,"4n","Pot","N_EUR",0.018687,1e-05,1e-05,0.981243,1e-05,-0.457578863263662,-0.346802764401739,0.126749887656123,-0.33591889938351,-0.112968818472711,-0.259552060398545,-0.406832956840907,-1.16378417623161,0.829419053366867,0.754120055036812,-0.0271760817927026,-0.150056462346995,-0.276536981905244,0.561372180770129,-0.638679576705032
"GRTH052302","tritici","Greece",40.53605,23.00096,"6n","Field","S_EUR2",0.616342,1e-05,0.018783,0.239316,0.122741,0.217993230771313,1.93759992828898,1.85758694935607,-1.35195852929966,-1.57856729861201,0.352712896613358,-0.406832956840907,-0.224589928746455,-0.427005008813677,-0.214359630974509,-1.03479797177903,0.851257934109069,0.443498529956806,-0.56816144806858,1.49113024436755
"GRTH052303","tritici","Greece",40.53404,22.98472,"6n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.217993230771313,1.93759992828898,1.85758694935607,-1.35195852929966,-1.59432640589407,0.379174422326242,-0.430992151308788,-0.224589928746455,-0.414118608175928,-0.208587999949412,-1.07401678785635,0.890639093479682,0.456907483621138,-0.562841823442966,1.53670392099536
