"","strain","country","latitude","longitude","host","pot.field","fs_level_4","anc1","anc2","anc5","anc6","anc7","wind_coord1","wind_coord2","wind_coord3","bio2","bio3","bio4","bio7","bio8","bio16","bio19","hurs_range","rsds_range","vpd_range","clt_mean","clt_range"
"GRTH052305","tritici","Greece",40.53605,23.00096,"6n","Field","S_EUR1",0.246843,0.01988,1e-05,0.515474,0.217754,0.217993230771313,1.93759992828898,1.85758694935607,-1.35195852929966,-1.57856729861201,0.352712896613358,-0.406832956840907,-0.224589928746455,-0.427005008813677,-0.214359630974509,-1.03479797177903,0.851257934109069,0.443498529956806,-0.56816144806858,1.49113024436755
"HUMV062206","tritici","Hungary",47.32902778,18.78938889,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.828107,0.166241,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.727574753926852,1.2177310475035,0.801126766553105,1.43398714659968,-0.433448209132552,-0.659929546112018,0.53093783930751,-0.201058291695821,0.00555704329721069,0.380504943499252,0.269755710742477
"HUMV062211","tritici","Hungary",47.31086111,18.78030556,"6n","Field","N_EUR",0.007885,1e-05,1e-05,0.793946,0.198109,-0.512909415023341,0.0847462507015777,0.281600125104148,-0.166578961064151,-0.727574753926852,1.21408118188793,0.776967572085225,1.43398714659968,-0.443113009610864,-0.664546850932096,0.506803183259933,-0.178462544515961,0.0128940179437319,0.360113049101065,0.177089234932613
"HUMV062213","tritici","Hungary",47.31369444,18.77347222,"6n","Field","N_EUR",0.021883,1e-05,0.00237,0.738148,0.237548,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.727574753926852,1.20769391706068,0.776967572085225,1.41400429027022,-0.446334609770301,-0.669164155752174,0.50982001526588,-0.17329780230342,0.00353305029127363,0.368092486039486,0.221143789006155
"HUMV062215","tritici","Hungary",47.31869444,18.77466667,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.931747,0.068183,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.743333861208919,1.20769391706068,0.801126766553105,1.43398714659968,-0.451703943369363,-0.671472808162213,0.506803183259933,-0.181690508398798,0.00758103630314748,0.368092486039486,0.221143789006155
"HUMV062226","tritici","Hungary",47.30725,18.81463889,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.82841,0.171511,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.711815646644784,1.20769391706068,0.776967572085225,1.43398714659968,-0.432374342412739,-0.65646656749696,0.521887343289668,-0.192019992823875,0.0202309925902531,0.3734121106651,0.242411504765795
"HUMV062227","tritici","Hungary",47.30636111,18.81702778,"6n","Field","N_EUR",1e-05,1e-05,0.000187,0.761617,0.238137,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.711815646644784,1.17758252573223,0.752808377617345,1.41400429027022,-0.42378340865424,-0.650694936471862,0.546021999337245,-0.191374400047309,0.00935203018334237,0.3734121106651,0.242411504765795
"HUMV062231","tritici","Hungary",47.32780556,18.78963889,"6n","Field","N_EUR",1e-05,1.7e-05,1e-05,0.805691,0.194232,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.727574753926852,1.2177310475035,0.801126766553105,1.43398714659968,-0.433448209132552,-0.659929546112018,0.53093783930751,-0.201058291695821,0.00555704329721069,0.380504943499252,0.269755710742477
"HUMV062309","tritici","Hungary",47.30111111,18.82111111,"6n","Field","N_EUR",1e-05,1e-05,0.003665,0.733749,0.254379,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.711815646644784,1.17758252573223,0.752808377617345,1.41400429027022,-0.42378340865424,-0.650694936471862,0.546021999337245,-0.191374400047309,0.00935203018334237,0.3734121106651,0.242411504765795
"HUMV062323","tritici","Hungary",47.32863889,18.79108333,"6n","Field","N_EUR",0.006962,1e-05,0.014884,0.739529,0.238574,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.727574753926852,1.2177310475035,0.801126766553105,1.43398714659968,-0.433448209132552,-0.659929546112018,0.53093783930751,-0.201058291695821,0.00555704329721069,0.380504943499252,0.269755710742477
"HUMV062350","tritici","Hungary",47.31733333,18.77555556,"4n","Field","S_EUR2",0.906199,1e-05,1e-05,0.093731,1e-05,-0.512909415023341,0.0847462507015777,0.281600125104147,-0.166578961064151,-0.711815646644784,1.20951884986847,0.776967572085225,1.43398714659968,-0.444186876330676,-0.666855503342135,0.515853679277774,-0.188146436164473,0.00429204766850013,0.360113049101065,0.177089234932613
"HUSZ062201","tritici","Hungary",47.454871,18.507523,"4n","Field","S_EUR2",0.93596,1e-05,0.009001,0.041946,1e-05,-0.512909415023341,0.0847462507015777,0.281600125104146,-0.208913945643991,-0.727574753926852,1.1191846758831,0.680330794213704,1.31409000862286,-0.327135403871121,-0.618373802731318,0.799435887836802,-0.205577441131791,-0.101967585143187,0.439020814381006,0.366979554215119
"IEKD072305","tritici","Ireland",52.99183,-6.98573,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.910800636458512,-0.714948802931619,-0.959810196474263,-1.22495357556014,0.596191760673836,-2.59090372234402,-2.55700126448225,-1.18376703256108,0.514776104461825,0.743731119191637,-0.766299923249741,-1.45286268546004,-1.43071899354076,1.49407969846112,-2.21552878802696
"IEKD072313","tritici","Ireland",52.99183,-6.98573,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.999911,1.9e-05,-0.910800636458512,-0.714948802931619,-0.959810196474263,-1.22495357556014,0.596191760673836,-2.59090372234402,-2.55700126448225,-1.18376703256108,0.514776104461825,0.743731119191637,-0.766299923249741,-1.45286268546004,-1.43071899354076,1.49407969846112,-2.21552878802696
"IELO072305","tritici","Ireland",52.99795,-6.40595,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.910800636458512,-0.714948802931619,-0.959810196474263,-1.22495357556014,0.62770997523797,-2.67667556430992,-2.60531965341801,-1.64337272813893,3.15648823520041,3.17820508557766,-1.14038709198718,-0.91314712424968,-1.77302681066984,1.75651451332474,-1.85245849755881
"IELO072310","tritici","Ireland",52.99795,-6.40595,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.910800636458512,-0.714948802931619,-0.959810196474263,-1.22495357556014,0.62770997523797,-2.67667556430992,-2.60531965341801,-1.64337272813893,3.15648823520041,3.17820508557766,-1.14038709198718,-0.91314712424968,-1.77302681066984,1.75651451332474,-1.85245849755881
"IEME072202","tritici","Ireland",53.5240744,-6.6356433,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.999905,1e-05,-0.950115960682564,-0.724756513585057,-1.00199465151468,-1.26728856013998,0.533154955818811,-2.5562299989961,-2.55700126448225,-1.20374988889055,0.541622772457136,0.788749841187395,-0.905074195523308,-1.31018668183864,-1.45298291660607,1.43024420295375,-2.2519877293292
"ILIL042201","tritici","Israel",31.993333,34.818028,"6n","Field","ME",1e-05,1e-05,0.989248,1e-05,1e-05,2.11426451293287,-0.123844200040209,-0.929891990421214,-0.589928806862547,0.81681926262278,-1.82534440947817,-1.7597478470422,0.135101485184034,2.36182686253921,3.18166806419272,-0.886973203487625,-0.137790199592213,-0.732947404744014,-1.67109695377922,-0.802744812565117
"ILIL042215","tritici","Israel",33.108367,35.577367,"6n","Field","ME",1e-05,0.981233,1e-05,1e-05,1e-05,1.91678552642466,0.00308314019001662,-0.884801976257087,1.01880060717136,1.73084861216296,-1.01507424282158,-0.286036984501506,-0.364469923052754,1.51239828716757,2.26859603602233,-0.769316755255689,0.445180077648163,0.0440129104100115,-1.25793944118986,0.0859418816770107
"ILIL042254","tritici","Israel",32.572778,35.403583,"6n","Field","ME",1e-05,0.729529,0.270401,1e-05,1e-05,2.00522743954156,-0.0746767738905849,-0.896327494482078,1.23047553007055,1.54173857332464,-0.720347594364284,0.148828515920339,-0.144658503428563,0.872373722159364,1.58061761783074,-1.44508712458784,0.058470004484281,0.366586795731205,-1.35812570497226,-0.169270707438677
"ILIL042256","tritici","Israel",32.572778,35.403583,"6n","Field","ME",1e-05,0.99677,1e-05,1e-05,1e-05,2.00522743954156,-0.0746767738905852,-0.896327494482078,1.23047553007055,1.54173857332464,-0.720347594364284,0.148828515920339,-0.144658503428563,0.872373722159364,1.58061761783074,-1.44508712458784,0.058470004484281,0.366586795731205,-1.35812570497226,-0.169270707438677
"ILIL042271","tritici","Israel",32.607468,35.251815,"6n","Field","ME",1e-05,1e-05,0.99992,1e-05,1e-05,2.00522743954156,-0.0746767738905852,-0.896327494482078,1.01880060717136,1.49446162720519,-0.845355491697564,-0.0686042342905838,-0.224589928746455,1.00553319541611,1.72375406725315,-1.39380098048674,0.139169101555208,0.157862516993962,-1.40245591018571,-0.293838756888001
"ISR_KU","tritici","Israel",31.304954,34.523282,"","","ME",1e-05,1e-05,0.99992,1e-05,1e-05,2.18511539182134,-0.164825381245071,-0.970623596191605,0.722455715112479,1.62053448546173,-1.29885129443216,-0.600106512583949,-0.0447442217812051,-0.555869015191169,0.045363765154868,-1.53559208476625,-0.620048003688072,-0.251490068456775,-1.55495181611998,-1.27823017204851
"ITBA022201","tritici","Italy",41.0438,16.8842,"4n","Greenhouse","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.0973624847710903,1.2666519731597,3.07144536857249,-1.09794862182062,-0.790611183055122,-0.7185226615565,-1.03497201300579,0.0951357725250933,-0.187532730295505,0.205815107652572,-0.687862291095117,1.21666344564623,0.201378366621605,-0.736616227879691,0.932093144399857
"ITBA022210","tritici","Italy",41.0438,16.8842,"4n","Greenhouse","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.0973624847710903,1.2666519731597,3.07144536857249,-1.09794862182062,-0.790611183055122,-0.7185226615565,-1.03497201300579,0.0951357725250933,-0.187532730295505,0.205815107652572,-0.687862291095117,1.21666344564623,0.201378366621605,-0.736616227879691,0.932093144399857
"ITBA022213","tritici","Italy",41.0438,16.8842,"4n","Greenhouse","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.0973624847710903,1.2666519731597,3.07144536857249,-1.09794862182062,-0.790611183055122,-0.7185226615565,-1.03497201300579,0.0951357725250933,-0.187532730295505,0.205815107652572,-0.687862291095117,1.21666344564623,0.201378366621605,-0.736616227879691,0.932093144399857
"ITBA022218","tritici","Italy",41.0438,16.8842,"4n","Greenhouse","S_EUR2",0.999911,1e-05,1e-05,1e-05,1e-05,0.0973624847710903,1.2666519731597,3.07144536857249,-1.09794862182062,-0.790611183055122,-0.7185226615565,-1.03497201300579,0.0951357725250933,-0.187532730295505,0.205815107652572,-0.687862291095117,1.21666344564623,0.201378366621605,-0.736616227879691,0.932093144399857
"ITBA022222","tritici","Italy",41.0438,16.8842,"4n","Greenhouse","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.0973624847710903,1.2666519731597,3.07144536857249,-1.09794862182062,-0.790611183055122,-0.7185226615565,-1.03497201300579,0.0951357725250933,-0.187532730295505,0.205815107652572,-0.687862291095117,1.21666344564623,0.201378366621605,-0.736616227879691,0.932093144399857
"ITBA062301","tritici","Italy",41.04361111,16.88472222,"","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.0973624847710903,1.2666519731597,3.07144536857249,-1.09794862182062,-0.790611183055122,-0.7185226615565,-1.03497201300579,0.0951357725250933,-0.187532730295505,0.205815107652572,-0.687862291095117,1.21666344564623,0.201378366621605,-0.736616227879691,0.932093144399857
"ITBO052301","tritici","Italy",44.50823,11.342294,"6n","Pot","S_EUR1",0.496968,1e-05,0.008018,0.194259,0.300705,-0.287691795665617,-0.0882447336811036,0.779565988710534,0.341440853893923,-0.191764354883048,0.932129063085129,0.921922738892507,0.274981479490332,-0.211157798131379,-0.291699486710812,0.657644783557288,0.928729067297157,0.851333120653091,-0.241891137697588,0.263679220525436
"ITBO052302","tritici","Italy",44.50823,11.342294,"4n","Pot","N_EUR",0.028096,1e-05,1e-05,0.82285,0.148995,-0.287691795665617,-0.0882447336811036,0.779565988710534,0.341440853893923,-0.191764354883048,0.932129063085129,0.921922738892507,0.274981479490332,-0.211157798131379,-0.291699486710812,0.657644783557288,0.928729067297157,0.851333120653091,-0.241891137697588,0.263679220525436
"ITBO062201","tritici","Italy",44.552823,11.410973,"4n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,-0.287691795665617,-0.0882447336811036,0.779565988710534,0.383775838473763,-0.191764354883048,0.988701980126467,0.994400322296148,0.274981479490332,-0.283106868358812,-0.342489839731668,0.874856687985479,0.936476180615967,0.914582902088619,-0.247210762323202,0.218105543897635
"ITBO062202","tritici","Italy",44.552823,11.410973,"4n","Field","S_EUR2",0.738471,1e-05,0.04852,0.157576,0.030329,-0.287691795665617,-0.0882447336811036,0.779565988710534,0.383775838473763,-0.191764354883048,0.988701980126467,0.994400322296148,0.274981479490332,-0.283106868358812,-0.342489839731668,0.874856687985479,0.936476180615967,0.914582902088619,-0.247210762323202,0.218105543897635
"ITBO062203","tritici","Italy",44.552823,11.410973,"","Field","S_EUR1",0.373455,1e-05,1e-05,0.309958,0.307323,-0.287691795665617,-0.0882447336811036,0.779565988710534,0.383775838473763,-0.191764354883048,0.988701980126467,0.994400322296148,0.274981479490332,-0.283106868358812,-0.342489839731668,0.874856687985479,0.936476180615967,0.914582902088619,-0.247210762323202,0.218105543897635
"ITBZ042301","tritici","Italy",46.489333,11.303028,"6n","Pot","S_EUR1",0.069314,1e-05,1e-05,0.446424,0.484201,-0.427290137350774,-0.13513114110377,0.310783678073732,0.680120730532639,-0.0972097111906432,0.720436857382056,1.38094743378223,1.4939357155881,0.338661962412586,-0.88848613470587,-1.55670990880788,-1.12361036941066,0.0758908002535177,0.00281159508065682,-1.99373689510499
"ITCN042301","tritici","Italy",44.372414,7.49504,"6n","Pot","S_EUR1",0.168174,1e-05,1e-05,0.428562,0.403204,-0.281654529003996,-0.239054276217252,0.675794952050186,-0.166578961064151,-0.317837588866343,0.251429125781285,0.197146904856099,0.294964335819808,0.974391060541545,-0.102389989087622,-1.26407720423101,-0.650390864186741,-0.393169578872358,-0.191354703754254,-0.460942237856607
"ITCN042302","tritici","Italy",44.372414,7.49504,"4n","Pot","N_EUR",1e-05,1e-05,1e-05,0.874307,0.125623,-0.281654529003996,-0.239054276217252,0.675794952050186,-0.166578961064151,-0.317837588866343,0.251429125781285,0.197146904856099,0.294964335819808,0.974391060541545,-0.102389989087622,-1.26407720423101,-0.650390864186741,-0.393169578872358,-0.191354703754254,-0.460942237856607
"ITCN052201","tritici","Italy",44.372414,7.49504,"6n","Pot","S_EUR1",0.178728,0.006404,1e-05,0.404202,0.408077,-0.281654529003996,-0.239054276217252,0.675794952050186,-0.166578961064151,-0.317837588866343,0.251429125781285,0.197146904856099,0.294964335819808,0.974391060541545,-0.102389989087622,-1.26407720423101,-0.650390864186741,-0.393169578872358,-0.191354703754254,-0.460942237856607
"ITCN052204","tritici","Italy",44.372414,7.49504,"4n","Pot","N_EUR",0.083416,1e-05,1e-05,0.694761,0.221762,-0.281654529003996,-0.239054276217252,0.675794952050186,-0.166578961064151,-0.317837588866343,0.251429125781285,0.197146904856099,0.294964335819808,0.974391060541545,-0.102389989087622,-1.26407720423101,-0.650390864186741,-0.393169578872358,-0.191354703754254,-0.460942237856607
"ITLE042301","tritici","Italy",39.947494,18.036866,"6n","Pot","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,0.264617021554367,1.42423797240524,4.24828834101945,-2.7913480050142,-3.01264737632379,-1.37641093876303,-2.48452368107861,0.474810042785047,0.429940633596643,-0.0954640318575055,-1.6411812049744,1.24119597115579,-0.421252481829732,-1.02830897818419,0.749798437888651
"ITLI042201","tritici","Italy",43.911406,7.932875,"6n","Pot","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-0.245036648044228,-0.251924417542426,0.755854233429624,-1.73297339051821,-1.3106620990901,-1.09902115197969,-1.78390704151008,-0.384452779382219,1.64985322730356,0.82222530113296,-1.18262274007044,0.583982524610158,-0.917130768284272,-0.415665542134312,-1.13847089705659
"ITLI052301","tritici","Italy",43.911252,7.932422,"6n","Pot","S_EUR1",0.050947,1e-05,0.011479,0.474249,0.463272,-0.245036648044228,-0.251924417542426,0.755854233429624,-1.73297339051821,-1.3106620990901,-1.09902115197969,-1.78390704151008,-0.384452779382219,1.64985322730356,0.82222530113296,-1.18262274007044,0.583982524610158,-0.917130768284272,-0.415665542134312,-1.13847089705659
"ITMA052201","tritici","Italy",43.233998,13.35464,"4n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,-0.270470274289427,0.221797283847997,2.33715235028031,0.214435900154404,0.0603813616300315,0.196681141547731,0.366261266131261,0.294964335819808,0.036905414145293,0.0846108561255291,0.301658606855531,0.818978295280698,0.444510526459775,-0.324345319394605,0.959437350376538
"ITMA052208","tritici","Italy",43.233998,13.35464,"4n","Field","S_EUR2",0.948334,1e-05,0.051596,1e-05,1e-05,-0.270470274289427,0.221797283847997,2.33715235028031,0.214435900154404,0.0603813616300315,0.196681141547731,0.366261266131261,0.294964335819808,0.036905414145293,0.0846108561255291,0.301658606855531,0.818978295280698,0.444510526459775,-0.324345319394605,0.959437350376538
"ITMA052213","tritici","Italy",43.232502,13.412216,"6n","Field","S_EUR2",0.99992,1e-05,1e-05,1e-05,1e-05,-0.270470274289427,0.221797283847997,2.33715235028031,0.299105869314084,0.139176898040369,0.144670556525855,0.366261266131261,0.294964335819808,0.0057632792707324,0.0626786582301598,0.0753962064094987,1.02556798378227,0.415921625250916,-0.358036275356827,0.894115080543356
"ITSA052301","tritici","Italy",39.418623,9.081852,"4n","Field","S_EUR1",0.69363,1e-05,1e-05,0.3063,1e-05,0.250167626231237,-0.0396747900818098,1.64065976555486,0.0874309464148855,0.375563882998136,-0.796994772291258,-0.286036984501506,0.175067197842975,0.604980908926069,0.766817643292026,0.25037246275443,1.31931269712044,0.294735044020445,-0.789812474135831,0.531044790075204
"ITSA052302","tritici","Italy",39.418623,9.081852,"4n","Field","S_EUR2",0.997702,1e-05,0.002228,1e-05,1e-05,0.250167626231237,-0.0396747900818098,1.64065976555486,0.0874309464148855,0.375563882998136,-0.796994772291258,-0.286036984501506,0.175067197842975,0.604980908926069,0.766817643292026,0.25037246275443,1.31931269712044,0.294735044020445,-0.789812474135831,0.531044790075204
"ITSA052303","tritici","Italy",39.418623,9.081852,"4n","Field","S_EUR2",0.841344,1e-05,1e-05,0.158586,1e-05,0.250167626231237,-0.0396747900818098,1.64065976555486,0.0874309464148855,0.375563882998136,-0.796994772291258,-0.286036984501506,0.175067197842975,0.604980908926069,0.766817643292026,0.25037246275443,1.31931269712044,0.294735044020445,-0.789812474135831,0.531044790075204
"LTKD062206","tritici","Lithuania",55.39,23.87,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.99992,1e-05,-1.1806023839684,-0.660139765851451,-1.38683967908086,-0.843938714341584,-1.3106620990901,0.968627719240831,0.29378368272762,0.674638606079763,-0.105918859589761,-0.526027706329761,1.27006168076455,-0.0706485508292018,-0.657553665272865,1.29370717089632,1.09312013515142
"LTKD062208","tritici","Lithuania",55.39,23.87,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.87302,0.12691,-1.1806023839684,-0.660139765851451,-1.38683967908086,-0.843938714341584,-1.3106620990901,0.968627719240831,0.29378368272762,0.674638606079763,-0.105918859589761,-0.526027706329761,1.27006168076455,-0.0706485508292018,-0.657553665272865,1.29370717089632,1.09312013515142
"LTKD062215","tritici","Lithuania",55.39,23.87,"","Field","N_EUR",1e-05,1e-05,1e-05,0.954936,0.044994,-1.1806023839684,-0.660139765851448,-1.38683967908086,-0.843938714341584,-1.3106620990901,0.968627719240831,0.29378368272762,0.674638606079763,-0.105918859589761,-0.526027706329761,1.27006168076455,-0.0706485508292018,-0.657553665272865,1.29370717089632,1.09312013515142
"LTKD062218","tritici","Lithuania",55.39,23.87,"","Field","N_EUR",1e-05,1e-05,0.01174,0.984939,1e-05,-1.1806023839684,-0.660139765851448,-1.38683967908086,-0.843938714341584,-1.3106620990901,0.968627719240831,0.29378368272762,0.674638606079763,-0.105918859589761,-0.526027706329761,1.27006168076455,-0.0706485508292018,-0.657553665272865,1.29370717089632,1.09312013515142
"LTKD062220","tritici","Lithuania",55.39,23.87,"","Field","N_EUR",1e-05,1e-05,1e-05,0.884778,0.115152,-1.1806023839684,-0.660139765851448,-1.38683967908086,-0.843938714341584,-1.3106620990901,0.968627719240831,0.29378368272762,0.674638606079763,-0.105918859589761,-0.526027706329761,1.27006168076455,-0.0706485508292018,-0.657553665272865,1.29370717089632,1.09312013515142
"LVAI062204","tritici","Latvia",56.631035,25.118399,"6n","Field","N_EUR",1e-05,1e-05,0.011711,0.900445,0.08609,-1.33158049791725,-0.767676331856542,-1.6808425511186,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
"LVAI062205","tritici","Latvia",56.631035,25.118399,"6n","Field","N_EUR",1e-05,1e-05,0.001713,0.991599,0.006628,-1.33158049791725,-0.767676331856542,-1.6808425511186,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
"LVAI062232","tritici","Latvia",56.631035,25.118399,"6n","Field","N_EUR",1e-05,1e-05,1e-05,0.902738,0.097192,-1.33158049791725,-0.767676331856542,-1.6808425511186,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
"LVAI062233","tritici","Latvia",56.631035,25.118399,"6n","Field","N_EUR",1e-05,1e-05,0.008668,0.989972,1e-05,-1.33158049791725,-0.767676331856542,-1.6808425511186,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
"LVAI062234","tritici","Latvia",56.631035,25.118399,"6n","Field","N_EUR",1e-05,1e-05,0.002618,0.997312,1e-05,-1.33158049791725,-0.767676331856542,-1.6808425511186,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
"LVAI062235","tritici","Latvia",56.631035,25.118399,"6n","Field","N_EUR",0.019652,1e-05,0.000783,0.911812,0.058685,-1.33158049791725,-0.767676331856542,-1.6808425511186,-0.928608683501263,-1.49977176220167,1.16389552967384,0.487057238470662,0.594707180761881,0.208724089315282,-0.105852967702681,1.4209032810619,0.0320007006450167,-0.710430482552966,1.32651152275428,1.24958975824021
"NCSU_EG_02_05","tritici","Egypt",30.6,31.57,"","","ME",1e-05,1.6e-05,0.999914,1e-05,1e-05,2.32649861932091,-0.322848344375636,-0.957553327677751,1.90783528334798,2.61335937141225,-1.22585398212076,0.0521917380488174,0.274981479490332,-2.19244189618531,-1.72998993816505,-1.86442677341448,-0.532892978851472,0.179367442682042,-1.79699473658542,-0.666023782681713
"NCSU_EG_02_12","tritici","Egypt",28.08,30.76,"","","S_EUR2",0.692394,0.105613,0.201934,1e-05,1e-05,2.52529581188519,-1.77644308513411,0.268884833378422,1.82316531418831,1.84116198741068,-0.213928740203917,0.632012405277944,0.414861473796642,-2.35674350431662,-1.89852156409789,0.153833838564123,-1.52064992699962,2.07534289099343,-2.22433791484308,-0.957695313099642
"NCSU_EG_02_19","tritici","Egypt",26.15,32.71,"","","ME",1e-05,1e-05,0.99992,1e-05,1e-05,2.74711636869176,-2.25338148662383,0.710532259786729,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
"NCSU_EG_03_02","tritici","Egypt",26.15,32.71,"","","ME",1e-05,1e-05,0.99992,1e-05,1e-05,2.74711636869176,-2.25338148662383,0.710532259786729,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
"NCSU_EG_03_05","tritici","Egypt",31.2,29.9,"","","S_EUR2",0.277834,1e-05,0.722096,1e-05,1e-05,2.20631079680502,-0.257990928509385,-0.919552999262518,-1.85997834425773,-0.711815646644784,-2.18485617261183,-2.65363804235377,0.314947192149284,-0.855477830018837,-0.651849262676882,-0.262488978256576,-0.0267482420226188,-1.00896945092866,-1.72340659593109,-0.225478241946299
"NCSU_EG_03_06","tritici","Egypt",26.15,32.71,"","","ME",1.4e-05,1e-05,0.999916,1e-05,1e-05,2.74711636869176,-2.25338148662383,0.710532259786729,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
"NCSU_EG_03_07","tritici","Egypt",26.15,32.71,"","","ME",1e-05,1e-05,0.99992,1e-05,1e-05,2.74711636869176,-2.25338148662383,0.710532259786729,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
"NCSU_EG_04_02","tritici","Egypt",26.15,32.71,"","","ME",1e-05,1e-05,0.99992,1e-05,1e-05,2.74711636869176,-2.25338148662383,0.710532259786729,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
"NCSU_EG_04_04","tritici","Egypt",26.55,31.69,"","","ME",1e-05,0.003203,0.907589,0.049403,1e-05,2.72026884676592,-2.04740690465967,0.621118649789446,2.11951020624718,1.91995789954777,0.0789729754455923,0.970241127828267,0.674638606079763,-2.36962990495437,-1.91237347855812,1.04681611232446,-2.25275213562707,3.30694263510603,-2.31211172116571,-1.30861262313371
"NCSU_EG_04_07","tritici","Egypt",31.1,30.93,"","","ME",1e-05,1e-05,0.999918,1.2e-05,1e-05,2.20631079680502,-0.257990928509385,-0.919552999262512,1.39981546838991,2.47152703014688,-1.47678224319121,-0.455151345776667,0.15508434151351,-1.8971285482369,-1.39638966491443,-1.62308021293872,-0.106801746316978,-0.382037617339705,-1.7287262205567,-0.410811193566025
"NCSU_EG_04_14","tritici","Egypt",28.08,30.76,"","","S_EUR2",0.745555,0.093556,0.160829,1e-05,1e-05,2.52529581188519,-1.77644308513411,0.268884833378428,1.82316531418831,1.84116198741068,-0.213928740203917,0.632012405277944,0.414861473796642,-2.35674350431662,-1.89852156409789,0.153833838564123,-1.52064992699962,2.07534289099343,-2.22433791484308,-0.957695313099642
"NCSU_EG_04_16","tritici","Egypt",26.15,32.71,"","","ME",1e-05,1e-05,0.99992,1e-05,1e-05,2.74711636869176,-2.25338148662383,0.710532259786729,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
