"isolate","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","ID","Continent","Country","Region","Strain","Collection","Latitude","Longitude","Year.of.Collection","Pot.Field","Host","Status_world","Status_ext_eur","Status_recent_ext_eur","fs_level1","fs_level2","fs_level3","fs_level4","fs_level5","fs_level6","fs_level7","fs_level8","anc1","anc2","anc3","anc4","anc5","anc6","anc7","Mating.type"
"CHNY072301",-50.5069815233477,-2.21924456079587,0.551748225734526,-6.37126358313663,-8.02912912383735,-4.31554952982883,-4.66825073145268,-4.32454664058417,-5.23377650932837,-18.2612682031013,"CHNY072301","Europe","Switzerland","Nyon","tritici","2023",46.39858333,6.23344444,"2023","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.985014,0.014936,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"CHST042201",-44.6379897247609,-1.80408772444124,0.500027106598275,-6.40820261320809,1.25258151065158,4.07251758809083,9.66744651043812,2.06965983476099,-0.0476237976818463,2.52976206924549,"CHST042201","Europe","Switzerland","Stäfa","tritici","2022",47.236404,8.734663,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.977802,0.022148,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"CHTG062201",-44.3621860439929,-4.24418383045219,-0.423308068602934,-7.83637233201321,1.70775257165639,-7.10449696037601,-2.32642617336922,2.36454439240549,0.768117981707686,9.84729334845927,"CHTG062201","Europe","Switzerland","Thurgau","tritici","2022",47.55395789,9.226681129,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"CHVD042201",-47.8152047194639,-5.82738705815185,-1.14189318282238,-7.54129784406341,-2.61876141544123,-1.32170086142487,4.67992159638769,-4.88329697119882,-4.62074671558526,-1.61311804080073,"CHVD042201","Europe","Switzerland","Begnins Vaud","tritici","2022",46.45,6.25,"2022","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"CHZR022201",-40.0728238874167,-1.51170738486004,-3.36253560114151,-6.93473933104782,-8.76644637647668,-2.79523417669837,0.868870996489146,3.29189386694761,-3.55191881508639,-2.18835112832483,"CHZR022201","Europe","Switzerland","Zurich","tritici","2022",47.356058,8.59774,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.915221,0.050187,1e-05,1e-05,0.033048,0.001515,1e-05,"1_1_3"
"CHZR042202",-46.2719868141201,-1.96420000213558,-0.746552325977171,-10.4183653218099,3.03947223934254,-0.59076889967667,2.67459006463129,2.16628218361627,-7.33618376095071,-0.0953645958970507,"CHZR042202","Europe","Switzerland","Zurich","tritici","2022",47.407442,8.559812,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"CHZR042301",-55.0316753608417,-5.95791503945863,-1.87707771883092,-5.99952052475563,-4.60348272342599,-4.39157147130737,1.52587001083483,4.87904715390284,-6.70846220022347,-10.0716481320953,"CHZR042301","Europe","Switzerland","Zurich ","tritici","2023",47.353907,8.625124,"2023","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"CHZR042302",-50.1352649793448,-3.70890437140913,1.1355818071676,-2.32886064290567,-3.44047928004118,-5.99746425154946,-1.93813601648235,1.04850830532718,3.61666839640098,-5.45299479990744,"CHZR042302","Europe","Switzerland","Witikon Zurich","tritici","2023",47.356058,8.59774,"2023","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"CHZR052205",-41.1769662626355,-3.03643332830512,2.45337382053383,-1.30890858358012,-4.1244176380235,-9.06260298999081,-8.16435716608116,-0.0350088066245054,0.108020610319152,-10.8604769301466,"CHZR052205","Europe","Switzerland","Witikon Zurich","tritici","2022",47.356058,8.59774,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.991817,1e-05,1e-05,1e-05,1e-05,0.008133,1e-05,"1_2_1"
"CHZR062208",-57.0481649760862,-3.58189273925356,-0.360879736930244,-9.08512175777621,-4.38658824595844,-4.81002551653927,0.750972758141381,7.72036274819825,-4.65840489414886,-7.38371005623441,"CHZR062208","Europe","Switzerland","Zurich","tritici","2022",47.348098,8.624128,"2022","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"CZKA042201",-32.0184597733225,-5.763594194561,-1.26985282203186,3.82873418056206,-2.68798697215655,-2.33048417672648,-1.88931349599216,2.42458051828779,7.5269458846152,-0.216194520280403,"CZKA042201","Europe","Czech Republic","Kroměříž roof of the institute (Agrotest Fyto Ltd.)","tritici","2022",49.2849792,17.3643381,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.777929,0.01574,1e-05,1.4e-05,0.193102,1e-05,0.013195,"1_2_1"
"CZKA042204",-37.971539320242,-4.62780259172586,-0.419645266306844,-7.41045907818948,3.62222735691428,2.38678466465703,7.83687811458397,1.47726573944243,1.53455586014873,12.4178119145849,"CZKA042204","Europe","Czech Republic","Kroměříž roof of the institute (Agrotest Fyto Ltd.)","tritici","2022",49.2849792,17.3643381,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.885575,1e-05,1e-05,1e-05,0.10108,1e-05,0.013305,"1_1_3"
"CZKA042205",-25.3810165643258,-2.67191010008142,3.25187560286299,4.07297302795116,-3.32930815742948,-4.36288743241182,-3.17544305186328,0.564836895630061,4.29349186654001,-2.99743511973594,"renamed_CZKA042205","Europe","Czech Republic","Kroměříž roof of the institute (Agrotest Fyto Ltd.)","tritici","2022",49.2849792,17.3643381,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.743681,0.056774,1e-05,0.000472,0.199043,1e-05,1e-05,"1_2_1"
"CZKA052301",54.0562380060305,55.8876016686335,-17.1467873416486,-18.9601992400703,21.1936919585157,-11.8478092674176,-11.4987959255562,15.4037148421086,35.7811589333154,-14.0187216968847,"CZKA052301","Europe","Czech Republic","Kroměříž close to the institute (Agrotest Fyto Ltd.)","tritici","2023",49.2899058,17.3658633,"2023","Field","","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","SE_Europe","SE_Europe2",0.121117,0.862344,0.001782,1e-05,1e-05,1e-05,0.014727,"1_1_3"
