"isolate","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","ID","Continent","Country","Region","Strain","Collection","Latitude","Longitude","Year.of.Collection","Pot.Field","Host","Status_world","Status_ext_eur","Status_recent_ext_eur","fs_level1","fs_level2","fs_level3","fs_level4","fs_level5","fs_level6","fs_level7","fs_level8","anc1","anc2","anc3","anc4","anc5","anc6","anc7","Mating.type"
"ISR_215",55.5103289249867,17.4470755111099,-76.5525033201653,15.6136271399107,-66.64472936217,16.8485486543666,1.21208756816043,3.50651480081211,-1.71734309504208,7.11645604806934,"SRR2153107","Asia","Israel","Israel: Northern coastal plane","tritici","Before 2022",32.47747222,35.02705556,"2010","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel4","Israel4",1e-05,1e-05,1e-05,0.9473,1e-05,1e-05,0.05265,"1_1_3"
"ISR_216",51.6948503645363,19.7574938752365,-69.4410224800879,12.3921569720684,-50.6778082256336,5.04321810651877,-0.469585328279982,1.80355233226925,-5.50117608918016,1.9017539756849,"SRR11548159","Asia","Israel","Israel","tritici","Before 2022",32.462,35.00427778,"2010","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel4","Israel4",1e-05,1e-05,1e-05,0.810067,0.036592,0.01839,0.134922,"1_1_3"
"ISR_217",47.5952657647032,14.6177574133004,-67.171777810437,16.5288511419097,-47.2700584500534,8.16991207841541,-5.78940093537296,-5.14634739113025,-5.45732013576822,6.16346051314357,"SRR2153108","Asia","Israel","Israel: Northern coastal plane","tritici","Before 2022",32.76763889,35.09705556,"2010","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel3","Israel5",1e-05,1e-05,0.011231,0.812594,1e-05,0.042048,0.134097,"1_1_3"
"ISR_218",49.8545286058354,18.9232459565245,-75.7484651242692,9.49200523516279,-61.3506085860522,10.1072427886374,3.44659230941273,-0.0957678329702727,-4.62251453953835,5.60759427886933,"SRR11548157","Asia","Israel","Israel","tritici","Before 2022",32.77055556,35.10516667,"2010","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel4","Israel4",1e-05,1e-05,1e-05,0.888578,1e-05,0.015533,0.095849,"1_1_3"
"ISR_219",45.4245586282456,13.1340556157508,-67.6665959990966,9.05131984793977,-36.4052660153186,4.18786027935738,0.0855716607313118,5.30668293805681,-1.68337205214583,1.7977054859194,"SRR11548156","Asia","Israel","Israel","tritici","Before 2022",31.79544444,34.75063889,"2010","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel3","Israel5",1e-05,0.006318,1e-05,0.724882,0.108115,0.030169,0.130496,"1_2_1"
"ISR_30p",49.28451441215,21.4082447189717,-72.8280820093449,12.7776169079283,-48.6082373394458,3.24877000056439,-1.1452187207638,6.14921107870016,-4.91348612856433,5.64578200781743,"SRR11548154","Asia","Israel","Israel","tritici","Before 2022",31.61577778,34.60638889,"1991","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel4","Israel4",1e-05,1e-05,1e-05,0.871248,1e-05,0.031356,0.097355,"1_2_1"
"ISR_43",26.5084806578826,4.77268778380407,-36.0648947216386,-3.51287277394048,-6.66252996997916,-23.2054552623142,-28.0979384629126,16.2452274387395,-13.6164602755695,1.35197146687553,"SRR11548151","Asia","Israel","Israel","tritici","Before 2022",31.81330556,34.86102778,"1991","","","Included","Included","Excluded","S_Europe_ME","S_Europe_ME","S_Europe_ME","TUR_RUS","TUR_RUS","TUR_RUS","TUR_RUS","TUR_RUS",0.023095,0.052321,1e-05,1e-05,0.9014,1e-05,0.023154,"1_2_1"
"ISR_50",52.9788762574655,21.3067592078081,-76.4750982540097,14.7531848257429,-57.2336994651315,8.28581548935234,0.955179189387625,3.96145953847419,-0.909476266168649,4.31365086996467,"SRR11548150","Asia","Israel","Israel","tritici","Before 2022",31.48066667,34.50744444,"1990","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel4","Israel4",1e-05,1e-05,1e-05,0.900931,1e-05,0.003903,0.095126,"1_2_1"
"ISR_52",48.6271730026373,22.0512042852372,-76.6375655258458,11.4364333124157,-57.0116649501263,8.91657404070368,-0.0216999499582391,3.297294038403,1.45906777443242,4.23585451813803,"SRR11548149","Asia","Israel","Israel","tritici","Before 2022",31.419,34.34817,"1990","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel4","Israel4",1e-05,1e-05,1e-05,0.885077,1e-05,0.019803,0.095081,"1_2_1"
"ISR_7",44.6978349381403,21.2095331958756,-77.8041756941562,-34.2157048956604,-3.81800443743063,10.28951858139,9.68721909588134,-9.46815659102533,-4.48445896218706,-3.52017783478457,"SRR2153098","Asia","Israel","Israel: Eastern Galilee","tritici","Before 2022",33.12994444,35.59680556,"1990","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","Israel1","Israel1","Israel1","Israel2",1e-05,0.458007,1e-05,0.496079,1e-05,1e-05,0.045874,"1_2_1"
"ISR_70",46.3182099636926,22.1440877349507,-72.9832680223392,9.49018305671718,-48.1624836530726,3.27843637894975,-0.993891352994334,3.50151576838403,-8.79808911374787,-0.460335570720202,"SRR2153101","Asia","Israel","Israel: Mt. Judea & Planes","tritici","Before 2022",31.41972222,34.49147222,"1990","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel4","Israel4",1e-05,1e-05,1e-05,0.822344,1e-05,0.055863,0.121753,"1_2_1"
"ISR_8",33.0829556625736,13.0765396480627,-43.3499664735861,-0.306032685386832,-14.3487011313027,-22.8804739727457,-13.2440332683682,4.75151018925278,-1.77384888831369,-3.17736216906839,"SRR2153099","Asia","Israel","Israel: Eastern Galilee","tritici","Before 2022",33.12994444,35.59680556,"1990","","","Included","Included","Excluded","S_Europe_ME","S_Europe_ME","S_Europe_ME","TUR_RUS","TUR_RUS","TUR_RUS","TUR_RUS","Turkey8",1e-05,0.12265,1e-05,0.137838,0.683638,1e-05,0.055843,"1_2_1"
"ISR_9",48.7673764262897,18.1590713635327,-75.1106166365156,-40.6231057885605,-5.87837557285918,10.8886825463084,8.1178576514178,-7.50780259587928,-5.13955699373352,-0.779213410267599,"SRR11548145","Asia","Israel","Israel","tritici","Before 2022",33.12994444,35.59680556,"1990","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","Israel1","Israel1","Israel1","Israel2",1e-05,0.469425,1e-05,0.496215,1e-05,1e-05,0.03432,"1_1_3"
"ISR_94",51.6523114608713,22.4705143797262,-79.3268416928699,20.349690434316,-65.0738659625324,15.1124532784322,-0.35697864497402,5.12964272293826,-4.22393847097447,3.3053071169923,"SRR11548144","Asia","Israel","Israel","tritici","Before 2022",32.47147222,35.4935,"1990","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel4","Israel4",1e-05,1e-05,1e-05,0.9172,1e-05,0.008537,0.074223,"1_2_1"
"ISR_97",49.4493250186332,19.9630006653666,-76.9294495893467,3.44792784521939,-40.4382229672727,7.61001747727224,-1.56090901082984,2.25326890961707,-2.45597025772352,3.47240947471117,"SRR2153102","Asia","Israel","Israel: Mt. Judea & Planes","tritici","Before 2022",31.66691667,34.68886111,"1990","","","Included","Included","Excluded","S_Europe_ME","ME","TR_ISR","TR_ISR","TR_ISR","Israel2","Israel3","Israel6",1e-05,1e-05,1e-05,0.885953,1e-05,0.011588,0.10242,"1_1_3"
"ISR_KU",38.8333320665812,10.2962110591108,-84.7787009766007,92.0762000536022,66.79634588288,5.8889705514795,15.6118674760361,-0.85454546615331,-6.90088131903617,-4.95747397869143,"SRR11548142","Asia","Israel","Israel","tritici","Before 2022",31.304954,34.523282,"2017","","","Included","Included","Included","S_Europe_ME","ME","Egypt","Egypt","Egypt","Egypt1","Egypt2","Egypt4",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99994,"1_1_3"
"ITBA022201",41.7742756627326,4.79583311647692,-76.2357612407243,-89.7088305348602,35.0873557521311,28.3430671767604,22.388161646885,-7.46661328434312,-11.8684024625332,-1.69164445228967,"ITBA022201","Europe","Italy","Bari","tritici","2022",41.0438,16.8842,"2022","Greenhouse","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","S_Italy","S_Italy",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ITBA022210",48.2826316647949,9.98657663939506,-84.6079994671572,-97.4263767241863,39.0815652217302,34.7936475797865,29.3702776186816,-19.5485131935476,-17.3239089340232,-0.896249756445226,"ITBA022210","Europe","Italy","Bari","tritici","2022",41.0438,16.8842,"2022","Greenhouse","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","S_Italy","S_Italy",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ITBA022213",47.0403960609232,11.2689195921511,-82.8738943956804,-93.181322686716,37.0072746550592,28.813670974866,22.9871234737059,-14.3325524765064,-13.5302552071471,-0.985969998468525,"ITBA022213","Europe","Italy","Bari","tritici","2022",41.0438,16.8842,"2022","Greenhouse","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","S_Italy","S_Italy",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ITBA022218",51.8295760530381,11.8019878215728,-86.2630273917832,-91.6456018106139,37.4097506922586,32.0164129667116,27.5202447985837,-17.3541250721131,-16.1121085783979,-0.816979341746649,"ITBA022218","Europe","Italy","Bari","tritici","2022",41.0438,16.8842,"2022","Greenhouse","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","S_Italy","S_Italy",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ITBA022222",49.5854068812892,10.2903209381127,-84.3306886581874,-97.218511125631,39.7368635810042,29.9985022956977,30.8753213620308,-21.4396217752692,-13.5242561539516,-1.10746443971299,"ITBA022222","Europe","Italy","Bari","tritici","2022",41.0438,16.8842,"2022","Greenhouse","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","S_Italy","S_Italy",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ITBA062301",50.1052044485508,9.86327363236847,-84.2589893028398,-96.4035379904191,33.3602418732306,29.1920547018813,22.4239251750023,-15.1663816462811,-11.5744628825927,3.51144607595961,"ITBA062301","Europe","Italy","Bari","tritici","2023",41.04361111,16.88472222,"2023","Field","","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","S_Italy","S_Italy",1e-05,0.999935,1.5e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ITBO052301",26.2371987201262,-5.4906863163609,-34.1499612557026,-26.1908325945036,8.55776817604201,0.830558069847583,-3.02438010175966,4.81594142432303,-1.86122451205142,10.0862191333018,"ITBO052301","Europe","Italy","Bologna","tritici","2023",44.50823,11.342294,"2023","Pot","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_ME","S_Europe_admx","S_Europe_admx","S_Europe_admx","IT_GR_admx","Bologna",0.189644,0.497279,1e-05,1e-05,0.302363,1e-05,0.010684,"1_2_1"
"ITBO052302",0.602362033945251,-48.8144344463214,18.7931228612626,-4.11040621076484,1.63566531531117,-1.73696800737679,-3.99168640042093,1.51724060522919,-0.636344001563843,-1.66505797240497,"ITBO052302","Europe","Italy","Bologna","tritici","2023",44.50823,11.342294,"2023","Pot","4n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.819861,0.030863,1e-05,1e-05,0.149236,1e-05,1e-05,"1_2_1"
"ITBO062201",44.8848463890181,13.6783594352519,-78.0679299093808,-83.376142753881,33.4364822049064,28.5287015627695,25.2135661712875,-13.7958569287866,-9.51776965570284,-2.37376339990563,"ITBO062201","Europe","Italy","Cadriano Bologna","tritici","2022",44.552823,11.410973,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","S_Italy","S_Italy",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ITBO062202",32.5796614407896,-4.88981486623131,-45.4067025309411,-47.2554936468457,17.7824075578964,6.00463277526986,8.80253396211452,-2.16015924744287,-2.48829885227163,0.0864042334940976,"ITBO062202","Europe","Italy","Cadriano Bologna","tritici","2022",44.552823,11.410973,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","SE_Europe","SE_Europe1",0.162209,0.740608,1e-05,1e-05,0.019644,0.0308,0.046719,"1_2_1"
"ITBO062203",19.8008169941088,-15.3161044055992,-20.7183076512972,-21.77100481585,0.95128899814868,-9.8583157703146,-3.23406720903437,4.93091873496419,6.23159231506099,-1.74537364973073,"ITBO062203","Europe","Italy","Cadriano Bologna","tritici","2022",44.552823,11.410973,"2022","Field","","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_ME","S_Europe_admx","S_Europe_admx","S_Europe_admx","IT_GR_admx","Bologna",0.308423,0.370518,1e-05,1e-05,0.316113,0.004917,1e-05,"1_1_3"
"ITBZ042301",12.4285462193006,-22.7498640971801,-2.8056840828362,-3.93361144760913,-4.09878861214001,-14.1462671424722,-9.58006232606156,9.40699035790798,-7.21070997858801,2.16088539445061,"ITBZ042301","Europe","Italy","Bolzano","tritici","2023",46.489333,11.303028,"2023","Pot","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_ME","S_Europe_admx","S_Europe_admx","S_Europe_admx","IT_GR_admx","IT_GR_admx",0.449938,0.070221,1e-05,1e-05,0.479801,1e-05,1e-05,"1_2_1"
"ITCN042301",13.172405183801,-27.2873260804624,-9.28190428012223,-17.595810802442,2.50567994602733,-9.708465831109,-12.0098048313708,4.47916281041002,-2.01278016113276,6.53966358483397,"ITCN042301","Europe","Italy","Cuneo","tritici","2023",44.372414,7.49504,"2023","Pot","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_ME","S_Europe_admx","S_Europe_admx","S_Europe_admx","IT_GR_admx","IT_GR_admx",0.425811,0.169645,1e-05,1e-05,0.404504,1e-05,1e-05,"1_2_1"
"ITCN042302",-7.16702224814413,-48.0780703019285,26.4041194501698,7.57753172132088,0.90013192347473,3.61309538702403,-1.3100061912898,-4.45726809050156,1.86454095323955,1.26983677646899,"ITCN042302","Europe","Italy","Cuneo","tritici","2023",44.372414,7.49504,"2023","Pot","4n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.867789,1e-05,1e-05,1e-05,0.132161,1e-05,1e-05,"1_2_1"
"ITCN052201",14.7963937437053,-21.4573917872869,-15.5008523704737,-12.4846134778978,-2.95934794304553,-13.4259809551805,-8.49745860018264,6.45666427650081,-1.34684772729631,2.17950839283947,"ITCN052201","Europe","Italy","Cuneo","tritici","2022",44.372414,7.49504,"2022","Pot","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_ME","S_Europe_admx","S_Europe_admx","S_Europe_admx","IT_GR_admx","IT_GR_admx",0.403755,0.182254,1e-05,0.003018,0.410943,1e-05,1e-05,"1_2_1"
"ITCN052204",-1.81574154086853,-45.8032821871804,14.8558937497614,1.73911381246028,0.87541457674582,-0.0195993689321731,-5.72305018475752,-3.60798044131801,7.27360513838591,2.84571236293237,"ITCN052204","Europe","Italy","Cuneo","tritici","2022",44.372414,7.49504,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.692833,0.081591,1e-05,1e-05,0.225536,1e-05,1e-05,"1_2_1"
"ITLE042301",47.927950004802,8.83087515563741,-81.9309720850599,-86.9730629474227,32.5206857546585,28.5015958678362,21.9174085889821,-13.8940086327604,-19.6048881764352,-3.60122034414762,"ITLE042301","Europe","Italy","Lecce","tritici","2023",39.947494,18.036866,"2023","Pot","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","S_Italy","S_Italy",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ITLI042201",-12.4203631355437,-55.1347990040201,31.174023303348,8.98843544140152,3.65682446585296,2.46419120100991,0.230084935620123,-10.4089902174253,8.45249915240881,3.46605443770896,"ITLI042201","Europe","Italy","Liguria","tritici","2022",43.911406,7.932875,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ITLI052301",10.3947614981554,-28.6078712719378,-0.0923884970937805,1.17183876025415,3.40858963835289,-6.25941545625083,-13.2837944012451,6.70922531855889,-7.82165650407766,0.837630675186842,"ITLI052301","Europe","Italy","Liguria","tritici","2023",43.911252,7.932422,"2023","Pot","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_ME","S_Europe_admx","S_Europe_admx","S_Europe_admx","IT_GR_admx","IT_GR_admx",0.476149,0.0557,1e-05,1e-05,0.456684,1e-05,0.011436,"1_2_1"
"ITMA052201",47.6231571233484,9.12471471028265,-80.7695757051356,-89.3082359005079,36.6203234320856,30.4379609693829,23.6174562657175,-15.3756565294157,-8.42697758203182,-1.58995686575841,"ITMA052201","Europe","Italy","Tolentino (Macerata)","tritici","2022",43.233998,13.35464,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","S_Italy","S_Italy",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ITMA052208",35.8031036787543,6.82240737324385,-68.4006092352274,-62.8612074195166,23.1404607735594,21.8035244332396,16.5131782759744,-8.40604005194607,-5.92535326489745,2.95303630894784,"ITMA052208","Europe","Italy","Tolentino (Macerata)","tritici","2022",43.233998,13.35464,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","SE_Europe","SE_Europe2",0.002312,0.943475,1e-05,1e-05,1e-05,0.003646,0.050537,"1_1_3"
"ITMA052213",42.2526789898919,10.4846089848863,-74.5834391066936,-85.8932874870215,29.8711065670226,23.689848867368,19.8673197542234,-9.4696579769107,-9.9528555287153,-3.14250686351071,"ITMA052213","Europe","Italy","Tolentino (Macerata)","tritici","2022",43.232502,13.412216,"2022","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","S_Italy","S_Italy",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ITSA052301",28.4575505385415,-9.649380632503,-37.9342147530084,-52.0252933865785,19.3084410074711,15.8472597320477,13.5841986782529,-6.30783214543224,-2.91775560219058,3.08231639176839,"ITSA052301","Europe","Italy","Sardegna","tritici","2023",39.418623,9.081852,"2023","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_ME","S_Europe_admx","S_Europe_admx","S_Europe_admx","S_Europe_admx","S_Europe_admx",0.309422,0.690528,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ITSA052302",39.3309686300736,3.99888938018221,-68.4337249258343,-74.213580482004,27.2617074350919,19.5114410406327,18.6293340526962,-11.276632676445,-4.19742333954167,2.02767211602311,"ITSA052302","Europe","Italy","Sardegna","tritici","2023",39.418623,9.081852,"2023","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","SE_Europe","SE_Europe2",1e-05,0.997973,1e-05,1e-05,1e-05,1e-05,0.001977,"1_2_1"
"ITSA052303",31.8642736733619,-2.76140008416373,-53.8918856394038,-61.2582173973132,18.4993136125138,17.4324976138886,13.0575999673367,-9.42317153229153,-8.93848306413196,-3.1052906220383,"ITSA052303","Europe","Italy","Sardegna","tritici","2023",39.418623,9.081852,"2023","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","SE_Europe","SE_Europe1",0.158883,0.841067,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"JIW2",-19.7368561008175,-58.2087286891967,40.0377491157248,5.66929401989236,-1.01188601923567,7.48962932220252,2.20778909082482,-0.0702457019582613,-1.36598118616401,7.0868294458134,"SRR7642215","Europe","United Kingdom","United Kingdom","tritici","Before 2022",NA,NA,"","","","Included","Included","Excluded","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","old_Europe_N","old_Europe2","old_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"JPN_2440813_a",-55.1077117307362,107.325879442561,16.4811365268893,-2.22695206949905,-8.58190440916886,-55.8152320835369,-41.7780804114244,-153.020546201153,-59.6995198766527,-6.62261184149867,"SRR11747796","Asia","Japan","Japan","tritici","Before 2022",43.066667,141.5,"2019","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,0.517622,1e-05,1e-05,0.482328,1e-05,"1_1_3"
"JPN_2440813_aii",-63.0267131643935,109.086002456339,14.4510000676949,-1.90662751077546,-8.26925973118631,-52.2831396703762,-41.4685296267068,-147.850242398889,-60.1884088618194,-10.0315008847519,"SRR11747795","Asia","Japan","Japan","tritici","Before 2022",43.066667,141.5,"2019","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,0.514517,1e-05,1e-05,0.485433,1e-05,"1_2_1"
"JPN_CHI_79a",-58.8189652669274,108.819927460531,13.2566697632045,3.72179639463176,-6.23281252559983,-52.5329809177007,-42.5561638687981,-152.519574456523,-59.9317977910729,-6.66791940063027,"SRR11747798","Asia","Japan","Japan","tritici","Before 2022",42.883333,143.066667,"2019","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,0.51398,1e-05,1e-05,0.48597,1e-05,"1_2_1"
"JPN_CHI_79b",-55.2793956135045,106.861332424275,13.8275293153776,0.0875379785255207,-8.65662781649892,-56.3189017477328,-46.1852309705787,-153.132011918892,-64.0937574027591,-9.8215997791299,"SRR11747797","Asia","Japan","Japan","tritici","Before 2022",42.883333,143.066667,"2019","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,0.508587,1e-05,1e-05,0.491363,1e-05,"1_2_1"
"JPN_CHIKARA",-46.6452050360977,102.573882525853,13.324725466641,-3.47272160748646,-2.72115302095832,-45.1522608202089,-34.9688991906544,-115.322642586862,-40.1092398654501,-9.94730578078378,"SRR11548141","Asia","Japan","Japan","tritici","Before 2022",35.40423,139.550239,"2015","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,0.457296,1e-05,1e-05,0.542654,1e-05,"1_2_1"
"JPN_MEK_13a",-51.8508220736751,106.525840938781,11.1112549533211,3.24534651323687,-6.5885078757932,-56.435726893744,-36.966998487934,-151.802020439831,-63.9249348086227,-4.67428613361229,"SRR11747801","Asia","Japan","Japan","tritici","Before 2022",42.883333,143.066667,"2019","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,0.503895,1e-05,1e-05,0.496055,1e-05,"1_2_1"
"JPN_MEK_13b",-63.138413927857,105.063442731736,8.0327077687967,-0.259212919029692,-5.96661988124047,-55.150611731807,-44.6807582209244,-150.672721043707,-65.8760774095652,-12.1408612793529,"SRR11747800","Asia","Japan","Japan","tritici","Before 2022",42.883333,143.066667,"2019","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,0.524762,1e-05,1e-05,0.475188,1e-05,"1_2_1"
"JPN_MEK_13c",-65.4875704356544,108.002310819674,9.84816302193756,1.26892036339868,-8.40038624844813,-50.6746753212181,-45.8450961593904,-155.086455931741,-64.0034246586426,-7.18598872991855,"SRR11747799","Asia","Japan","Japan","tritici","Before 2022",42.883333,143.066667,"2019","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,0.536476,1e-05,1e-05,0.463474,1e-05,"1_2_1"
"JPN_MEK_2b",-59.7330081074638,108.380184642712,10.1100499009109,1.73802015143488,-9.67832081515848,-52.0551310655679,-45.8157852553068,-152.17202649198,-61.3585192815976,-8.58185559644471,"SRR11747803","Asia","Japan","Japan","tritici","Before 2022",42.883333,143.066667,"2019","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,0.519428,1e-05,1e-05,0.480522,1e-05,"1_1_3"
"JPN_MEK_2c",-59.9720461956782,106.94371794348,10.7695664901431,2.82757420503555,-5.06684994453594,-53.9655743106435,-44.5302196725066,-151.980603124651,-63.220328848753,-6.71726447060209,"SRR11747802","Asia","Japan","Japan","tritici","Before 2022",42.883333,143.066667,"2019","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,0.518147,1e-05,1e-05,0.481803,1e-05,"1_1_3"
"KAZ_1a",34.7419976822267,12.0704482338284,-36.4889705899815,-1.44372673297562,-11.861121623177,-39.6273103284828,-52.0418198490923,23.4818965949948,-8.24447696613315,19.3880961977723,"SRR11548139","Asia","Kazakhstan","Kazakhstan","tritici","Before 2022",53.8666667,64.4525,"2018","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,1e-05,1e-05,0.99994,1e-05,1e-05,"1_2_1"
"KAZ_1b",37.9033265547609,7.38833039962504,-34.6080864056964,-10.4535780586731,-14.6307792995518,-45.0619239121052,-51.0274336553787,29.9953004709384,-11.7361061174693,16.9351842397531,"SRR11548138","Asia","Kazakhstan","Kazakhstan","tritici","Before 2022",53.8666667,64.4525,"2018","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,1e-05,1e-05,0.99994,1e-05,1e-05,"1_2_1"
"KAZ_2",38.6153321413098,13.4930478339943,-31.9848953542419,-3.32856909851807,-12.3975531292894,-48.8619898502628,-66.3812692570717,30.0504444579336,-11.1376940168049,26.7985894556991,"SRR11548137","Asia","Kazakhstan","Kazakhstan","tritici","Before 2022",53.8666667,64.4525,"2018","","","Included","Excluded","Excluded","","","","","","","","",1e-05,1e-05,1e-05,1e-05,0.99994,1e-05,1e-05,"1_1_3"
"LTKD062206",-15.1297328606622,-65.746409325662,41.2418527058755,8.95221465847122,3.26948862238755,6.06191210885183,8.82608026358983,-7.4119950253522,5.32322908297679,8.79322756760964,"LTKD062206","Europe","Lithuania","Akademija Kėdainiai district","tritici","2022",55.39,23.87,"2022","Field","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
