"isolate","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","ID","Continent","Country","Region","Strain","Collection","Latitude","Longitude","Year.of.Collection","Pot.Field","Host","Status_world","Status_ext_eur","Status_recent_ext_eur","fs_level1","fs_level2","fs_level3","fs_level4","fs_level5","fs_level6","fs_level7","fs_level8","anc1","anc2","anc3","anc4","anc5","anc6","anc7","Mating.type"
"DEHO062240",-18.4154502820295,-71.0684531670352,45.4427575403894,7.87675270052585,-0.786365195283789,4.37363129433827,7.29565772487904,-12.9276462509644,20.0753943856832,6.77691021897695,"DEHO062240","Europe","Germany","Hohenheim","tritici","2022",48.712669,9.196224,"2022","Field","6n","Included","Included","Included","N_Europe","N_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe1",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"DEHO062314",-15.2070598965553,-56.6310174876522,34.4807124831476,3.03879797126824,-5.99093513259283,4.55189743404383,3.78721391520331,-8.1923886598683,16.8465136102277,2.37464095076774,"DEHO062314","Europe","Germany","Kleinhohenheim (Organic research station)","tritici","2023",48.7402585,9.2026698,"2023","Field","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.999934,1e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,"1_1_3"
"DEHO062320",-22.897978120966,-66.7274486187328,45.1336098356043,4.88959853582049,-1.88475702655762,6.30774539041329,5.25074447441318,-9.90096962054334,14.1866102074298,11.7670497220504,"DEHO062320","Europe","Germany","Heidfeldhof","tritici","2023",48.712513,9.1941663,"2023","Field","6n","Included","Included","Included","N_Europe","N_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe1",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"DELO042201",-14.7921511127838,-61.8836132725634,40.8106744615818,4.67355604701745,-4.63626321696364,1.3955816521094,1.29882586167142,-4.66824793198256,8.46377196122507,1.11971548302244,"DELO042201","Europe","Germany","Lomersheim","tritici","2022",48.931292,8.868213,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"DELO042203",-13.1298104886653,-54.1757497856831,34.612643412196,5.93750023382462,-3.39954589281701,2.66821346826863,2.55568296174753,-3.32110790213324,2.50537640263852,6.54869600345879,"DELO042203","Europe","Germany","Lomersheim","tritici","2022",48.931292,8.868213,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.960927,1e-05,1e-05,1e-05,0.017211,2.9e-05,0.021804,"1_2_1"
"DELO042204",-9.97699089684142,-62.1919708286778,40.14751552988,3.26864256952081,0.939965926273462,1.31607955277327,0.381560317646691,-8.29998862543867,4.42119361330026,9.74642145202138,"DELO042204","Europe","Germany","Lomersheim","tritici","2022",48.931292,8.868213,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"DELO042205",-14.8744533579693,-64.5169564298389,41.4279967673881,2.19408643574722,-2.71941113246291,13.5349266330231,4.922490850817,-7.37391318383196,9.22105500929893,1.89789542470329,"DELO042205","Europe","Germany","Lomersheim","tritici","2022",48.931292,8.868213,"2022","Pot","Triticale","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"DELW052301",-11.1875254818073,-59.5307836904796,36.5123485026647,3.11108743094892,-3.08331638351404,2.75859451277598,2.05789737296682,-6.60822218073978,1.24826704522868,5.92537442908044,"DELW052301","Europe","Germany","Leutewitz","tritici","2023",51.1347972,13.3512805,"2023","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.999684,1e-05,1e-05,1e-05,1e-05,1e-05,0.000266,"1_1_3"
"DELW052304",-13.4137085363818,-57.9957542620132,35.5552524241472,5.47567884704669,-1.0716079755608,6.98173428614895,5.23088486602554,-2.39105656091339,0.968282186017768,-1.50735026621614,"DELW052304","Europe","Germany","Leutewitz","tritici","2023",51.134776,13.3512647,"2023","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.963115,0.006848,1e-05,1e-05,0.007556,1e-05,0.022452,"1_1_3"
"DELW052307",-12.9681234407332,-60.514786410192,45.1993612238579,8.64438376640034,-4.78578536394578,0.205028417161823,5.61219878910644,-5.05290316160825,0.450426230506096,-1.62695933193379,"DELW052307","Europe","Germany","Leutewitz","tritici","2023",51.1348826,13.3490818,"2023","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.989716,1e-05,1e-05,1e-05,1e-05,0.010234,1e-05,"1_2_1"
"DKES062203",-13.5123088011935,-64.3454706556424,42.5395744900134,2.46963014653531,-1.60830302030062,6.80863562163978,-0.522447793658739,-6.06466431725762,4.28866622914488,3.89878011674814,"DKES062203","Europe","Denmark","Esbjerg","tritici","2022",55.518111,8.453419,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe","NW_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN032201",38.2684297162722,0.828104551209263,-68.5159802509198,-95.5672225354623,32.3038183649507,32.1438164784492,15.3523508271917,-9.5279153132695,18.8356232360878,-3.47463268557796,"ESAN032201","Europe","Spain","Seville","tritici","2022",37.35194444,-5.938055556,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN032203",36.7020139838737,4.0650475522012,-69.811152693592,-94.0862157870362,27.3550534194875,31.6590356748551,18.2525861112858,-12.517895647538,15.6509753608999,1.36964310584124,"ESAN032203","Europe","Spain","Seville","tritici","2022",37.35194444,-5.938055556,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESAN032205",40.0001615230482,5.36032296550916,-64.4069631970211,-86.5701566879082,31.593838106805,25.6145339126752,10.652875836436,-5.96813605008421,9.1375104501367,0.0227880661758545,"ESAN032205","Europe","Spain","Seville","tritici","2022",37.35194444,-5.938055556,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.999934,1.6e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESAN032208",19.2657066070686,-12.2599274632639,-32.2147005380987,-44.8827289267679,11.282660815016,9.59177816340714,-0.414499087107009,0.630597825451356,18.6511944623541,2.61923778273403,"ESAN032208","Europe","Spain","Seville","tritici","2022",37.35194444,-5.938055556,"2022","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_admx","S_Spain_admx",0.205289,0.794661,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN032210",38.618811754482,0.614847042419232,-64.1057258261138,-91.9558760758383,31.3168407192242,22.844299224086,13.7278130588727,-8.89396738009465,14.0387618512274,0.887104996732556,"ESAN032210","Europe","Spain","Seville","tritici","2022",37.35194444,-5.938055556,"2022","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN032212",38.0895113877685,4.44533056187689,-65.9481486344702,-94.3483113453558,30.64200823964,26.3754917012066,11.9480640970513,-9.40324665768718,9.52795699108059,3.42278505456848,"ESAN032212","Europe","Spain","Ecija","tritici","2022",37.53833333,-5.107222222,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN032214",33.8093082697776,4.64425319839004,-67.7864978974323,-87.2031558921992,28.6263602841157,28.5786926565746,13.2831932441495,-5.21791689383671,14.215501275993,-10.8382131663481,"ESAN032214","Europe","Spain","Ecija","tritici","2022",37.53833333,-5.107222222,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN032215",44.4835630485037,4.79078472651064,-72.9896789477658,-97.4086785715669,30.8737135272172,32.5422074990878,15.8750845417719,-9.88569889342265,7.81947414693176,-7.00364004217187,"ESAN032215","Europe","Spain","Ecija","tritici","2022",37.53833333,-5.107222222,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1.6e-05,0.999934,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN032216",37.6557545195864,5.87954365991332,-66.8993152820402,-95.5028738368478,26.8735903603106,28.607798209849,18.3165653650555,-11.5336858451963,17.0862933963078,1.21528973934507,"ESAN032216","Europe","Spain","Ecija","tritici","2022",37.53833333,-5.107222222,"2022","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESAN032219",42.7833158488461,7.5679516149455,-71.986973990113,-96.8067990522762,33.3367472692064,29.3685579251387,15.9390093168251,-8.73467321762407,9.03838601192523,-5.72511257235676,"ESAN032219","Europe","Spain","Ecija","tritici","2022",37.53833333,-5.107222222,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN032222",39.0724901778954,0.992176814425875,-63.9877961170641,-87.4551600103095,27.9349164818034,24.9500889165417,12.8999365268955,-6.84672239487133,8.68543712077415,-8.10166923822261,"ESAN032222","Europe","Spain","Escacena","tritici","2022",37.45583333,-6.364444444,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1.2e-05,0.999938,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN032225",36.7104753250103,1.52436572485205,-67.7643669053154,-91.1938609581054,35.5857141282342,26.3363113571292,16.5530196000811,-8.39527820971813,16.9069128964319,0.635960033474624,"ESAN032225","Europe","Spain","Escacena","tritici","2022",37.45583333,-6.364444444,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.999936,1.4e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESAN032226",34.5239504669099,0.832818115231442,-55.2225382145963,-69.6685924503331,20.9608115311702,18.015885568247,7.36639365275463,-4.17230383985516,12.8070935402804,2.63712188301364,"ESAN032226","Europe","Spain","Escacena","tritici","2022",37.45583333,-6.364444444,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",0.026666,0.973284,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN032227",29.9345662908009,-0.0156307987323641,-58.2135534599105,-75.5874233242203,26.510824398996,17.9117216488688,7.19403952004772,-5.3424849039392,12.7100965773676,0.160926430354436,"ESAN032227","Europe","Spain","Escacena","tritici","2022",37.45583333,-6.364444444,"2022","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN042303",36.6829451228674,2.29927080746963,-72.2783375377967,-94.0123133328019,29.2951077353726,29.0989782513285,20.7537480766041,-6.8850782446004,17.0941416255775,-4.35196638514362,"ESAN042303","Europe","Spain","Cordoba","tritici","2023",37.77916667,-4.78833333,"2023","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.999935,1.5e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESAN042310",32.2261725526571,5.56895266468843,-65.9785381504351,-82.9059009012128,32.7280160952955,25.4204500796062,18.474223776905,-12.4968978531301,14.1383301516593,-4.00191706501652,"ESAN042310","Europe","Spain","Cordoba","tritici","2023",37.77916667,-4.78833333,"2023","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.999933,1e-05,1e-05,1e-05,1.7e-05,1e-05,"1_1_3"
"ESAN042315",31.6629750385318,-0.45206320802542,-58.7121178420964,-77.4053348555901,20.421647350318,18.7830708172665,10.4174369175361,-6.49114128310187,12.7570493290372,-2.53722360436116,"ESAN042315","Europe","Spain","Escacena","tritici","2023",37.45472222,-6.36333333,"2023","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.990952,0.008998,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESAN042318",33.2700632859942,-2.4774819624594,-61.7973816254059,-81.4100475861727,24.1845875010402,19.4575626499874,12.5781946738044,-6.54747603067716,18.5075295849623,0.0210928939738013,"ESAN042318","Europe","Spain","Escacena","tritici","2023",37.45472222,-6.36333333,"2023","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_S","Spain_S","Spain_S",1e-05,0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESCT052202",7.08595756842389,-39.939465643548,4.28660401619783,-13.3273185031202,-0.0408288150727722,0.980980264921376,-4.83886613365147,-5.4085174092252,7.54751184971371,-3.46290774659287,"ESCT052202","Europe","Spain","Sucs","tritici","2022",41.69156,0.42648,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.608464,0.391486,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESCT052207",1.60957576652672,-35.3750682593566,2.4883932871679,-13.2498632440127,5.26949037045882,5.11172167127502,-6.67483373692301,-2.73898727652564,7.71950850548509,4.49953132367564,"ESCT052207","Europe","Spain","Olius","tritici","2022",41.98899,1.56179,"2022","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.588137,0.411813,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESCT052302",28.7343772305467,-4.91106940185183,-49.438457341313,-60.9569187893012,20.8311885512735,17.3503907945514,10.028313008151,-7.36417678924555,7.75423319293525,2.10892712110852,"ESCT052302","Europe","Spain","Sucs (Lleida)","tritici","2023",41.69156,0.42648,"2023","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_admx","Catalonia_admx",0.123807,0.876143,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESCT052307",2.20577433673944,-40.9219052812858,10.4105972044139,-4.09036072399085,-3.66938624748102,2.22138328836845,-3.09668087825958,-0.786280711026373,5.65630053512895,3.98450679110134,"ESCT052307","Europe","Spain","Sucs (Lleida)","tritici","2023",41.69156,0.42648,"2023","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.659307,0.340643,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESCT052309",1.74133169140403,-37.5577105238094,10.97050285669,-13.5150701242762,-1.09765761188215,4.6693396514762,-1.55348835280387,3.29178819873135,9.70089051056099,-4.61131359206856,"ESCT052309","Europe","Spain","Sucs (Lleida)","tritici","2023",41.69156,0.42648,"2023","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.610672,0.389278,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESCT062210",1.0695431890352,-34.2118899390519,3.5712408272425,-11.7523939370123,0.468724141226653,2.59062564496794,-2.88275336455622,2.89502021690333,7.05190569154739,3.66648691601859,"ESCT062210","Europe","Spain","Sucs","tritici","2022",41.69156,0.42648,"2022","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.644337,0.354833,0.00079,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESCT062211",28.8049642556461,-3.64708805385827,-51.8392244610187,-60.0586735314397,22.1491799763689,25.224899181183,8.72059949548175,-2.12562399517576,6.69129281063533,0.25416201533556,"ESCT062211","Europe","Spain","Sucs","tritici","2022",41.69156,0.42648,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_admx","Catalonia_admx",0.116697,0.883253,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESCT062216",4.39555621765037,-32.2002650676358,-0.135914683308033,-16.5451379864972,-0.701232614660257,1.43596698249716,0.422501169530363,3.34473212262516,9.71774401477478,3.92628885455816,"renamed_ESCT062216","Europe","Spain","Sucs","tritici","2022",41.69156,0.42648,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.542125,0.457825,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESCT062217",30.5182691829404,-0.297802542935901,-53.7449315943254,-61.3524782413639,17.6113884456528,19.3869713423715,13.899124171602,-2.10687748285188,6.3088424711429,-0.407213811192428,"ESCT062217","Europe","Spain","Sucs","tritici","2022",41.69156,0.42648,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_admx","Catalonia_admx",0.080932,0.919018,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESCT062219",31.544616620821,-0.142193211369719,-54.272433073027,-66.3090291487903,24.2052605173028,21.8560803251352,7.75262436706299,-4.71779803153306,10.3930039895032,2.33180003470648,"ESCT062219","Europe","Spain","Sucs","tritici","2022",41.69156,0.42648,"2022","Field","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_admx","Catalonia_admx",0.112818,0.887132,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESCT062221",8.95921981464905,-29.7765076747287,-4.57990467617157,-14.5249511308186,-4.91662730035082,3.40324983736073,-2.83132762266461,1.27190669018284,11.0367303140559,-1.19138475623719,"renamed_ESCT062221","Europe","Spain","Sucs","tritici","2022",41.69156,0.42648,"2022","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.586069,0.413881,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESCT062224",1.68121667600303,-31.756623133596,-0.451256842048852,-14.5157325571212,-0.674575514529391,0.832532850616373,1.11376177952814,-1.91927630942111,16.2934308427961,6.5340954715567,"renamed_ESCT062224","Europe","Spain","Sucs","tritici","2022",41.69156,0.42648,"2022","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.567714,0.432236,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"ESCT062226",7.50898163333516,-22.2568742577486,-8.48034917502709,-19.1285957156161,4.79037304988893,-1.87419328281675,-1.14017502758509,-1.04545295301148,6.55276481347409,5.62574744820018,"ESCT062226","Europe","Spain","Sucs","tritici","2022",41.69156,0.42648,"2022","Field","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.489046,0.510904,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESMA052301",6.1780089476203,-29.0203929911908,1.6305560547737,-15.5593947076633,1.54269203956646,2.27392122984622,-8.73457297060678,-0.639415869904569,6.17136469951987,5.91607245621023,"ESMA052301","Europe","Spain","Mallorca","tritici","2023",39.6710517,2.5752214,"2023","Pot","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.528962,0.470988,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESMA052302",7.88897593318783,-33.05585576165,-0.672504180400282,-16.2513060335781,2.1544809873402,4.06483654535337,-0.703080294247646,-1.6258039136002,14.9519957264675,5.74486372613651,"ESMA052302","Europe","Spain","Mallorca","tritici","2023",39.6710517,2.5752214,"2023","Pot","4n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.555011,0.444939,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESMD052201",7.62452757600059,-39.6333762847086,4.77350444383722,-14.3131684753337,5.16193680784242,3.52591549652186,-4.13381959732718,-2.59400492206699,5.26577095947064,3.99132955886748,"ESMD052201","Europe","Spain","Madrid","tritici","2022",40.41132191,-3.703662473,"2022","Pot","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.628539,0.371411,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESMD052202",3.25657934039947,-37.3083390593246,14.1753530116058,-7.52900909361938,5.46477169080224,1.89494466909621,0.694228872681224,0.21788372254286,-4.01187662701207,0.0588984468843356,"ESMD052202","Europe","Spain","Madrid","tritici","2022",40.40557644,-3.833207604,"2022","Pot","","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.677813,0.322137,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESSA052201",3.45985482782809,-27.6454266516027,0.351210765566064,-9.31712585951824,-2.35348656401777,-0.871399260471917,-3.37642594820966,-1.15828976968288,5.98441684073336,4.69871249942008,"ESSA052201","Europe","Spain","Salamanca","tritici","2022",40.95574203,-5.292118509,"2022","Field","","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.599032,0.390673,1e-05,1e-05,0.010255,1e-05,1e-05,"1_2_1"
"ESSA052202",7.04719882611663,-37.1000207306889,3.64179851696424,-13.9196033542112,-0.774519908772628,-1.10207738743251,-6.16255787844838,5.56098109975967,-7.18577734643384,1.8017643912525,"ESSA052202","Europe","Spain","Salamanca","tritici","2022",40.95574203,-5.292118509,"2022","Field","","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.590735,0.409215,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"ESSA062301",10.5352131361779,-30.9298558554125,-4.16818457311867,-14.4225644919611,5.19083617690534,-2.45626037330757,-6.19623075598676,0.575359883909291,8.71356007090936,1.72540209324057,"ESSA062301","Europe","Spain","Salamanca","tritici","2023",40.9236794296207,-5.36371206804169,"2023","Pot","6n","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","Spain","Spain_N","Spain_N","Spain_N",0.541031,0.458919,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"FRA_ASOSAN_95_9",1.04241239322862,-44.1001633343795,14.492842834868,-3.42023164378784,-4.87801329293773,-3.43106322420688,-7.28031060706738,0.826135551322478,5.00681150916475,1.14240539696006,"SRR11548197","Europe","France","France","tritici","Before 2022",NA,NA,"1995","","","Included","Included","Excluded","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","old_Europe_N","old_Europe1","old_Europe1",0.698892,0.13199,1e-05,1.9e-05,0.169069,1e-05,1e-05,"1_2_1"
"FRA_B_STONE_95_45",-8.02072068988891,-37.5736934861812,14.2526195945833,-3.06262540204428,-2.33713085378261,2.82342810620085,6.44727651852095,-4.26263803587296,8.12549364356641,1.96392482962047,"SRR11548196","Europe","France","France","tritici","Before 2022",NA,NA,"1995","","","Included","Included","Excluded","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","old_Europe_N","old_Europe1","old_Europe1",0.730302,0.135089,1e-05,1e-05,0.13457,1e-05,1e-05,"1_2_1"
"FRA_M_DOVE_94_10",-14.1962182729873,-46.9852032634722,20.789545404989,2.6156783835432,3.16682982568192,4.94609987573708,1.71453657456071,-7.20776791977309,11.1663221618551,-1.25360569351942,"SRR11548195","Europe","France","France","tritici","Before 2022",NA,NA,"1994","","","Included","Included","Excluded","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","old_Europe_N","old_Europe2","old_Europe2",0.960928,0.039022,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"FRA_MERCIA_COKER_98_25",-11.1937112221091,-59.7202224855186,40.174180448311,6.56138200848737,3.7714808125922,8.09990071175621,5.06409260992468,-9.39327056845808,-6.09424036966728,3.37754670044494,"SRR11548194","Europe","France","France","tritici","Before 2022",NA,NA,"1998","","","Included","Included","Excluded","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","old_Europe_N","old_Europe2","old_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
"FRA_MISSION_96_19",-6.82754782385397,-49.8426390453151,23.8917608660857,5.97724856154012,1.517196024501,0.193981545337842,3.76379413224929,2.39283594963864,-12.1171809525408,-5.5992815840387,"SRR11548193","Europe","France","France","tritici","Before 2022",NA,NA,"1996","","","Included","Included","Excluded","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","old_Europe_N","old_Europe1","old_Europe1",0.905387,0.094563,1e-05,1e-05,1e-05,1e-05,1e-05,"1_1_3"
