"isolate","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","ID","Continent","Country","Region","Strain","Collection","Latitude","Longitude","Year.of.Collection","Pot.Field","Host","Status_world","Status_ext_eur","Status_recent_ext_eur","fs_level1","fs_level2","fs_level3","fs_level4","fs_level5","fs_level6","fs_level7","fs_level8","anc1","anc2","anc3","anc4","anc5","anc6","anc7","Mating.type"
"CHZR052205",-46.2734470912792,3.01037505436267,2.41217800346046,-3.00558163624006,3.36117262336116,12.5334393067376,-12.6625109952298,-1.16528904954204,0.965966477449528,0.405304817874831,"CHZR052205","Europe","Switzerland","Witikon Zurich","tritici","2022",47.356058,8.59774,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.991817,1e-05,1e-05,1e-05,1e-05,0.008133,1e-05,"1_2_1"
"CHZR062208",-64.2053523560348,3.74151912041307,-0.712222624425983,-9.59048438622227,-4.00666373056321,6.3699396316544,0.259666835630236,10.8179377986062,-4.0703871201981,8.84292425981896,"CHZR062208","Europe","Switzerland","Zurich","tritici","2022",47.348098,8.624128,"2022","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"CZKA042201",-36.3943120967237,6.65168631040814,-1.27491784474213,4.19311159868505,-2.11135492510821,4.0874702308227,-3.65735537037645,5.04571364434779,8.31277942007019,0.893650967826033,"CZKA042201","Europe","Czech Republic","Kroměříž roof of the institute (Agrotest Fyto Ltd.)","tritici","2022",49.2849792,17.3643381,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.777929,0.01574,1e-05,1.4e-05,0.193102,1e-05,0.013195,"1_2_1"
"CZKA042204",-42.7156766973503,5.83539453557867,-0.92837839297621,-7.18967422888905,1.81069396295267,-4.52638398224183,10.1416421565175,0.478362320773566,-2.80506444880515,-7.80639409883528,"CZKA042204","Europe","Czech Republic","Kroměříž roof of the institute (Agrotest Fyto Ltd.)","tritici","2022",49.2849792,17.3643381,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.885575,1e-05,1e-05,1e-05,0.10108,1e-05,0.013305,"1_1_3"
"CZKA042205",-29.0177089156521,3.14152668740589,3.83733386321072,4.73746691159195,-2.48117659067236,4.98427834736568,-3.30456880860239,2.54286356797409,4.19995357297925,3.13803702642666,"renamed_CZKA042205","Europe","Czech Republic","Kroměříž roof of the institute (Agrotest Fyto Ltd.)","tritici","2022",49.2849792,17.3643381,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.743681,0.056774,1e-05,0.000472,0.199043,1e-05,1e-05,"1_2_1"
"CZKA052301",60.5824549385388,-62.4816938409679,-17.6932276247173,-23.9345588644334,29.0323991933279,7.14718104742592,-13.166446933151,22.0757309108803,38.3908098797463,13.2958786857865,"CZKA052301","Europe","Czech Republic","Kroměříž close to the institute (Agrotest Fyto Ltd.)","tritici","2023",49.2899058,17.3658633,"2023","Field","","Included","Included","Included","S_Europe_ME","S_Europe_ME","S_Europe_EG","S_Europe_EG","S_Europe_EG","S_Europe","SE_Europe","SE_Europe2",0.121117,0.862344,0.001782,1e-05,1e-05,1e-05,0.014727,"1_1_3"
"CZKA052302",-41.394320894836,3.7960549835068,1.33504155503991,7.35810790712274,-0.184422102647436,2.85919059402189,-0.277670584660462,-18.0021661701793,-5.10828685497108,-0.56417351500996,"CZKA052302","Europe","Czech Republic","Kroměříž close to the institute (Agrotest Fyto Ltd.)","tritici","2023",49.2899058,17.3658633,"2023","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.832913,1e-05,1e-05,1e-05,0.165483,0.001564,1e-05,"1_1_3"
"CZPR052201",-59.2208307130246,6.4069739081002,1.13273801365493,-7.38862700428369,5.72466105263497,3.70679137664242,4.74467956667326,-1.90255033907118,1.1882010290609,-2.06938301656871,"CZPR052201","Europe","Czech Republic","Prague","tritici","2022",50.081499,14.309154,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"CZPR052202",-65.712809570898,2.54586047822856,-1.88159821934235,-10.6063332812828,4.59168892596092,2.77033671291006,8.98010004645019,2.60069865708473,-0.518679463867811,-3.72585528336546,"CZPR052202","Europe","Czech Republic","Prague","tritici","2022",50.081499,14.309154,"2022","Pot","4n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.99994,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,"1_2_1"
"CZPR052203",-47.0592774734162,7.36052302313918,-0.729350906151749,5.41599270153075,3.47378201531614,4.50731105552243,-4.55520477194668,4.86233112804856,11.4194760955451,1.55296558636183,"CZPR052203","Europe","Czech Republic","Prague","tritici","2022",50.08778,14.28088,"2022","Field","","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.853892,1e-05,1e-05,1e-05,0.146058,1e-05,1e-05,"1_1_3"
"CZPR052204",-46.2399613525026,6.86805717510972,0.354034438698871,-7.38176896963996,4.15849707422763,-4.63445697403296,5.2173605672523,-8.02975891809526,5.2345864855192,-2.01421646059169,"CZPR052204","Europe","Czech Republic","Prague","tritici","2022",50.00088702,14.5598933,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.955421,0.031979,1e-05,1e-05,1e-05,1e-05,0.01256,"1_1_3"
"CZPR052205",-48.1936482378954,2.9623522987926,2.75620468685487,2.12009485196316,2.47653992728777,1.96333298174171,-1.11770110592379,7.89251352819506,-5.24291490951767,6.99529494524041,"CZPR052205","Europe","Czech Republic","Prague","tritici","2022",50.00088702,14.5598933,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.939573,1e-05,1e-05,0.015337,0.04505,1e-05,1e-05,"1_1_3"
"CZUH042202",-45.9728782421203,5.26497602225411,-1.51919466821602,-1.97579498059673,4.65294690118334,0.990703315049831,4.97628428513046,-4.40242666551854,5.70828676778473,-8.80281234045954,"renamed_CZUH042202","Europe","Czech Republic","Uherské Hradiště u Baťova kanálu (field)","tritici","2022",49.0835897,17.464465,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe1",0.853288,1e-05,1e-05,1e-05,0.140308,0.006365,1e-05,"1_2_1"
"CZUH042203",-32.3572142375201,3.10812820221396,0.362724150412332,13.7922037692351,-3.78466630763358,10.2822384732597,-0.664828186033151,-1.86858012404414,-2.89775907378782,11.8931909307855,"CZUH042203","Europe","Czech Republic","Uherské Hradiště u Baťova kanálu (field)","tritici","2022",49.0835897,17.464465,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.770099,0.015094,1e-05,1e-05,0.214768,1e-05,1e-05,"1_2_1"
"CZUH042204",-39.9960560662756,-0.615988580911871,-4.25329433721154,1.14859501800394,4.53380503501789,8.92645808674755,-16.5533553351288,-7.26914098006549,5.41524051943695,-15.0282493533566,"CZUH042204","Europe","Czech Republic","Uherské Hradiště u Baťova kanálu (field)","tritici","2022",49.0835897,17.464465,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","Europe_NE+old","E_Europe","E_Europe","E_Europe",0.760758,0.044524,1e-05,1e-05,0.194679,1e-05,1e-05,"1_2_1"
"CZUH042205",-62.1477435600844,5.04158268068254,-0.306449593457506,-13.2674526889122,3.76534212201639,0.0409577349498663,0.144986683855047,3.03280771009172,6.24986343961954,-3.73200932863768,"CZUH042205","Europe","Czech Republic","Uherské Hradiště u Baťova kanálu (field)","tritici","2022",49.0835897,17.464465,"2022","Pot","6n","Included","Included","Included","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe","N_Europe2",0.986293,1e-05,1e-05,1e-05,1e-05,0.013657,1e-05,"1_2_1"
