#Cfactor 0.477647319
Recipient CHE_94202 CHE_96224 CHE_07224 CHE_07227 CHE_07230 CHE_07234 CHE_07298 CHE_10001 CHE_7004 CHE_96229 CHE_96249 CHE_97223 CHE_97266 CHE_98013 CHE_98230 CHE_98250 CHNY072301 CHST042201 CHTG062201 CHVD042201 CHZR022201 CHZR042202 CHZR042301 CHZR042302 CHZR052205 CHZR062208 CZKA042201 CZKA042204 CZKA042205 CZKA052301 CZKA052302 CZPR052201 CZPR052202 CZPR052203 CZPR052204 CZPR052205 CZUH042202 CZUH042203 CZUH042204 CZUH042205 CZUH042206 CZUH052301 CZUH052302 DEBD052307 DEBD052318 DEBE032202 DEBE032203 DEBE052301 DEBE052302 DECO042201 DECO042202 DECO042203 DECO042204 DEDO072301 DEDO072302 DEGO062303 DEHA062201 DEHI052201 DEHO062206 DEHO062208 DEHO062211 DEHO062214 DEHO062215 DEHO062232 DEHO062233 DEHO062240 DEHO062314 DEHO062320 DELO042201 DELO042203 DELO042204 DELO042205 DELW052301 DELW052304 DELW052307 DKES062203 ESAN032201 ESAN032203 ESAN032205 ESAN032208 ESAN032210 ESAN032212 ESAN032214 ESAN032215 ESAN032216 ESAN032219 ESAN032222 ESAN032225 ESAN032226 ESAN032227 ESAN042303 ESAN042310 ESAN042315 ESAN042318 ESCT052202 ESCT052207 ESCT052302 ESCT052307 ESCT052309 ESCT062210 ESCT062211 ESCT062216 ESCT062217 ESCT062219 ESCT062221 ESCT062224 ESCT062226 ESMA052301 ESMA052302 ESMD052201 ESMD052202 ESSA052201 ESSA052202 ESSA062301 FRA_ASOSAN_95_9 FRA_B_STONE_95_45 FRA_MERCIA_COKER_98_25 FRA_MISSION_96_19 FRA_M_DOVE_94_10 FRBE052201 FRBE052202 FRBE052204 FRCL052201 FRCL052202 FRCL052301 FRCL052302 FRCO042201 FRCO042202 FRCO042203 FRCO042204 FRLO052301 FRLO052302 FRMP052201 FRMP052202 FRMP052203 FRMP052204 FRMP052206 FRMU052302 FRMU052303 FRNE052204 FRNE052205 FRNE052208 FRRI052203 FRRI052204 FRRN052301 FRRN052302 FRSA042201 FRSA042202 FRSA042203 FRSA042204 FRSB042201 FRSB042203 FRSB042204 FRSD062201 FRSD062202 FRSD062203 FRSD062204 FRSG052301 FRSG052302 GBR_JIW11 GBR_JIW48 GBR_WC1110 GRTH052302 GRTH052303 GRTH052305 HUMV062206 HUMV062211 HUMV062213 HUMV062215 HUMV062226 HUMV062227 HUMV062231 HUMV062309 HUMV062323 HUMV062350 HUSZ062201 IEKD072305 IEKD072313 IELO072305 IELO072310 IEME072202 ILIL042201 ILIL042215 ILIL042254 ILIL042256 ILIL042271 ISR_103 ISR_13 ISR_15 ISR_204 ISR_205 ISR_208 ISR_214 ISR_215 ISR_216 ISR_217 ISR_218 ISR_219 ISR_30p ISR_43 ISR_50 ISR_52 ISR_7 ISR_70 ISR_8 ISR_9 ISR_94 ISR_97 ISR_KU ITBA022201 ITBA022210 ITBA022213 ITBA022218 ITBA022222 ITBA062301 ITBO052301 ITBO052302 ITBO062201 ITBO062202 ITBO062203 ITBZ042301 ITCN042301 ITCN042302 ITCN052201 ITCN052204 ITLE042301 ITLI042201 ITLI052301 ITMA052201 ITMA052208 ITMA052213 ITSA052301 ITSA052302 ITSA052303 JIW2 LTKD062206 LTKD062208 LTKD062215 LTKD062218 LTKD062220 LVAI062204 LVAI062205 LVAI062232 LVAI062233 LVAI062234 LVAI062235 NCSU_EG_02_05 NCSU_EG_02_12 NCSU_EG_02_19 NCSU_EG_03_02 NCSU_EG_03_05 NCSU_EG_03_06 NCSU_EG_03_07 NCSU_EG_04_02 NCSU_EG_04_04 NCSU_EG_04_07 NCSU_EG_04_14 NCSU_EG_04_16 NCSU_EG_04_18 NCSU_EG_05_10 NCSU_EG_05_11 NCSU_EG_05_13 NCSU_EG_05_17 NCSU_EG_05_18 NCSU_EG_05_24 NCSU_EG_06_18 NCSU_EG_07_15 NCSU_EG_07_18 NCSU_EG_07_21 NCSU_EG_07_22 NCSU_EG_07_23 NCSU_EG_08_02 NCSU_EG_08_03 NCSU_EG_08_04 NCSU_EG_08_05 NCSU_EG_08_06 NCSU_EG_08_07 NCSU_EG_08_08 NCSU_EG_08_09 NCSU_EG_08_16 NCSU_EG_08_19 NCSU_RU_02_11 NCSU_RU_02_15 NCSU_RU_02_22 NCSU_RU_03_22 NCSU_RU_04_12 NCSU_RU_05_08 NCSU_RU_05_19 NCSU_RU_06_11 NCSU_TR_01_01 NCSU_TR_01_02 NCSU_TR_01_03 NCSU_TR_01_08 NCSU_TR_01_10 NCSU_TR_01_17 NCSU_TR_01_18 NCSU_TR_01_19 NCSU_TR_01_20 NCSU_TR_02_01 NCSU_TR_02_02 NCSU_TR_02_04 NCSU_TR_02_09 NCSU_TR_02_10 NCSU_TR_02_13 NCSU_TR_02_14 NCSU_TR_02_16 NCSU_TR_02_17 NCSU_TR_02_18 NCSU_TR_02_20 NCSU_TR_02_21 NCSU_TR_02_23 NCSU_TR_03_01 NCSU_TR_03_03 NCSU_TR_03_11 NCSU_TR_03_13 NCSU_TR_03_14 NCSU_TR_03_16 NCSU_TR_03_17 NCSU_TR_03_19 NCSU_TR_03_20 NCSU_TR_03_23 NCSU_TR_04_01 NCSU_TR_04_03 NCSU_TR_04_05 NCSU_TR_04_06 NCSU_TR_04_08 NCSU_TR_04_09 NCSU_TR_04_10 NCSU_TR_04_17 NCSU_TR_04_19 NCSU_TR_04_22 NCSU_TR_04_23 NCSU_TR_04_24 NCSU_TR_05_01 NCSU_TR_05_02 NCSU_TR_05_03 NCSU_TR_05_04 NCSU_TR_05_05 NCSU_TR_05_06 NCSU_TR_05_07 NCSU_TR_05_15 NCSU_TR_05_20 NCSU_TR_05_22 NCSU_TR_06_05 NCSU_TR_06_10 NCSU_TR_06_12 NCSU_TR_06_13 NCSU_TR_06_14 NCSU_TR_06_15 NCSU_TR_06_16 NCSU_TR_06_17 NLNI042202 NLNI042203 NLTX072301 NLTX072302 PLBA092301 PLBA092305 PLBI082201 PLCZ072206 PLCZ072210 PLCZ072212 PLCZ072215 PLCZ072305 PLCZ072306 PLKB092305 PLKO082237 PLKO082242 PLKO082243 PLNA082247 PLNA082249 PLRA082254 PLRA082257 PLRA082270 PLRA092320 PLRA092321 PLRA092322 PLSK082271 PLSK082274 PLSK082276 PLSK092301 PLSK092305 PLSM082283 PLSM082285 PLSM082286 PLSM092311 POL_1 POL_3 POL_5 POL_6 PTOD042301 ROGT052201 ROGT052209 ROLV052202 ROLV052206 ROLV052209 SEAB072243 SEAB072246 SEUP072201 SEUP072203 SEUP072204 TRSA062307 TRSA062309 TRSA062310 TUR_1a TUR_1b TUR_1c UKCA042302 UKCA042310 UKCA042316 UKCA042327 UKCA092201 UKCA092202 UKCA092203 UKCA092204 UKCA092205
CHE_94202 0 11.94948 12.317644 8.488437 8.247487 11.356909 9.758187 9.186763 15.380096 14.332586 13.585364 10.932832 13.717824 13.944278 9.402893 7.917918 8.984349 8.285165 10.513966 10.187364 9.339353 12.980161 8.595248 10.247113 11.696933 8.584235 8.68952 9.399107 9.798851 4.067345 6.222218 7.686885 8.873793 8.718386 6.4776 7.047431 8.876511 8.981524 10.506163 8.366526 8.954779 9.65171 7.231124 8.526303 10.809164 8.850958 8.225475 10.146811 6.6999 9.265345 6.292723 6.956627 6.528405 7.011632 7.584573 7.534745 8.583297 9.337545 8.641331 8.774994 7.92951 6.301534 6.606723 9.253782 10.82218 5.581746 6.521284 7.150692 5.982081 7.497753 6.917353 6.577415 9.205234 9.878154 8.326277 7.089835 5.622425 7.388942 6.459071 9.19025 7.216948 7.556827 8.127113 6.601404 7.23807 8.178127 6.949499 5.651138 6.662921 8.144085 10.542713 6.347516 8.049085 6.221343 9.580119 8.492741 14.171904 10.888304 7.887453 15.378449 8.015221 8.791078 6.475003 13.783553 6.944346 10.333693 11.089313 8.610993 10.340623 7.960322 9.913197 11.91205 5.760211 7.365426 8.773202 14.579239 10.693233 11.430077 10.18151 11.231355 7.478953 10.385483 9.519491 9.62652 7.13229 9.899843 9.936703 7.01626 6.681407 7.96736 9.802948 7.831373 9.334506 8.873222 11.346988 8.54387 8.182147 8.666191 8.46098 7.81589 7.518423 6.648787 7.241196 8.501365 9.390136 8.182042 6.329396 8.621548 11.442229 8.710748 8.81355 9.486383 8.071492 8.36764 8.514572 7.987461 6.532581 9.109824 7.907914 18.288709 11.084732 11.542862 7.90833 4.774644 8.155452 9.630399 9.239961 8.580682 7.809044 6.217864 5.301324 7.54565 11.869034 7.977804 11.046239 4.851848 9.20078 10.610423 6.915179 6.794976 9.140957 5.131731 6.339519 4.757846 6.754032 5.516809 5.787131 6.158976 11.547005 10.079004 6.205475 9.233103 4.98563 6.443905 4.809922 7.818217 5.729208 5.039339 4.952822 6.405648 4.878316 4.503897 4.566509 6.835143 13.517728 5.285783 6.362271 5.638354 6.917879 5.288133 5.370783 4.552608 5.212514 4.833251 7.793667 6.918447 7.914752 7.171423 10.30516 10.098045 13.122079 7.790516 6.764943 9.953814 9.637352 3.817717 11.492653 6.574135 8.428229 6.485617 7.227481 11.375478 6.561791 7.168058 15.830303 7.949423 8.954805 9.992064 9.180458 6.568827 8.565973 7.715427 8.080663 8.197011 7.003506 12.125274 4.519498 6.047583 4.196031 6.517629 5.814314 6.119955 5.41106 4.441701 6.009765 4.463291 4.682687 4.684764 4.807286 5.100124 6.324404 5.857222 5.229486 5.076754 4.819747 5.272033 5.062859 4.959689 4.682397 5.058396 4.694612 4.922763 5.279307 5.168648 5.354752 5.792013 4.455266 6.190162 4.456531 6.285836 4.764965 8.026997 8.701229 7.920486 9.481077 8.756914 10.224222 11.93428 8.369367 8.953248 8.769495 7.40302 4.630651 3.765583 9.850174 11.301992 6.011015 9.088735 10.080375 7.47556 6.80124 5.370492 11.960965 3.581645 13.824128 11.176161 8.546134 3.575074 6.791082 7.387397 8.233473 6.38358 4.052755 11.258404 6.479944 4.159928 6.790961 4.91623 5.05953 8.006551 7.136225 8.895329 5.874916 5.393172 7.612216 10.374002 11.723361 3.747297 8.268891 3.9536 6.848737 7.289238 7.077666 5.614538 7.272238 6.07488 4.432982 5.23811 8.598821 5.947453 8.237495 6.186307 9.004685 9.527997 5.83031 8.282427 5.714989 11.790914 4.742991 8.61974 6.960994 7.957224 7.447744 8.396773 9.437488 7.226869 6.729627 5.736729 10.107122 7.096799 9.556417 10.448034 10.643641 8.031417 7.774665 9.762143 9.240594 9.453195 10.823729 8.480621 8.687459 6.643969 9.350716 9.279374 6.781463 11.015305 7.697895 11.227155 8.272847 8.990123 7.311547 9.138595 10.103584 9.243915 6.317137 9.966991 7.530687 7.691579 7.291939 11.767951 7.886113 9.38462 7.458208 7.617881 8.581235 12.603869 11.012155 10.311681 8.36059 8.621352 6.958657 12.056493 7.954479 7.463645 9.272218 6.671319 7.279247 7.10776 10.599285 6.799273 8.498023 8.462483 8.111539 6.333333 9.217946
CHE_96224 13.903327 0 11.539701 8.194419 10.933994 11.446817 10.345695 9.025466 10.699368 11.045799 12.088643 17.100732 14.116794 12.7413 10.505334 11.113674 10.86711 7.591339 7.434637 8.228317 9.395068 9.603555 10.4784 6.231033 9.494623 12.216414 8.866164 10.573768 8.65146 7.330868 9.586702 7.624694 6.813019 10.114506 7.404065 9.298972 8.620873 8.046705 8.493024 10.781744 6.917633 9.646571 6.207179 8.336609 7.745552 7.718858 8.95013 6.489496 8.357844 5.959881 7.461888 9.310481 7.44137 10.831684 9.893536 7.371908 8.976451 6.429175 11.469333 6.703647 10.647598 6.938057 7.708485 6.364559 7.203767 8.891824 6.626114 8.378706 6.967307 8.602766 8.384623 8.089105 9.01903 7.177421 6.862111 10.049435 8.429728 7.146128 4.955319 9.061878 5.518897 10.095584 7.214425 7.541119 5.789219 6.053262 8.999759 8.756673 7.61224 7.847983 6.560443 9.88541 7.799453 6.114265 9.842553 11.641056 12.001951 10.259768 11.682964 9.537446 8.116253 7.64382 8.864169 8.563011 12.391068 9.222563 9.7011 14.382885 9.588153 13.265592 8.350497 6.873465 14.533077 13.811261 16.129644 14.58638 16.094481 15.596156 13.201337 8.368276 8.582979 7.18366 11.986932 11.634004 10.100633 11.519679 9.445874 10.789566 10.847014 6.289381 10.022294 8.272633 10.181315 6.848188 7.123975 5.928302 10.107552 8.647245 8.718168 6.302461 10.13374 7.821392 7.051584 9.729446 11.138797 7.269874 7.360946 6.279893 6.266455 9.467916 10.942201 8.970059 9.013152 9.379951 9.442489 8.845118 10.335097 8.771605 6.829053 12.884106 10.97846 9.969836 10.166326 5.480353 10.992113 11.918994 9.335983 8.485814 5.708718 9.252869 9.619555 9.700385 8.159473 8.177819 9.341801 5.478353 8.669141 8.818817 10.578238 8.045478 8.932567 4.150106 4.952644 5.234921 5.694553 7.640738 5.860754 4.25083 6.762966 5.862536 7.045768 8.188124 5.733964 6.521776 5.734504 8.380916 5.70703 7.287107 4.436458 12.903531 5.710092 3.953522 5.525575 7.415635 6.084152 8.57529 7.411531 4.497544 5.372366 8.067267 6.978276 5.808815 7.406263 6.300013 8.384619 10.822942 8.989215 8.199638 5.564703 9.629086 9.297772 13.660239 8.529597 9.200121 7.09717 6.825075 10.563662 11.036977 4.879796 5.91623 5.819093 11.980309 6.106579 9.334146 10.699499 8.261858 8.962375 5.875552 8.203959 9.347027 9.22473 5.818176 7.980981 5.529521 7.80721 9.434633 7.388232 6.484286 5.219955 6.152216 6.829186 5.480329 5.516083 5.32631 7.46518 4.575254 4.642409 4.449713 5.033289 5.219191 5.11796 5.727116 4.066473 4.714667 5.053833 5.467903 5.392137 4.56752 6.281756 5.129778 5.643022 6.102567 4.338039 5.358117 5.03768 7.070806 4.805534 5.97676 5.102168 4.678937 5.705868 6.815859 9.752836 8.316761 9.187009 7.325393 8.35239 9.811846 8.954209 9.787686 9.373702 7.123522 4.308059 4.609277 12.125157 9.436411 5.588318 9.094593 7.746272 8.374525 5.869211 6.828449 10.500689 4.502418 7.74364 7.830482 8.584997 4.470914 6.595155 8.193256 6.101304 6.415892 5.050045 8.025924 5.620669 4.941089 7.12855 8.8405 5.56418 7.249516 7.443964 7.550763 5.537168 7.345964 10.825969 11.079041 7.569253 3.904215 5.790233 5.005872 8.206758 8.538366 10.847275 4.177962 8.144629 7.04685 4.723469 8.573545 7.261373 7.235593 6.189141 7.894254 6.834935 10.171069 6.160508 5.515191 4.696108 12.712738 10.176621 5.205806 7.391716 6.951135 7.921407 12.185121 8.607983 9.039056 8.390844 8.649145 8.786167 7.956811 10.216713 6.786859 6.974489 7.603075 8.63199 9.861137 7.834148 7.662959 8.407939 6.917539 8.255056 7.77349 6.332601 11.212241 7.433691 8.775526 6.805749 8.676142 11.774324 11.447651 6.687267 8.921354 7.441377 8.61063 7.915836 10.231151 10.191893 11.343748 8.51219 8.793333 7.35316 10.074501 9.343668 11.350186 11.100187 7.687261 8.234836 9.868089 9.348621 13.195102 11.14407 12.04186 8.164242 8.086328 8.087009 7.44655 6.854107 9.173693 8.817092 5.698026 7.799843 8.958269 6.277118 6.831684 6.896236
CHE_07224 12.041761 13.233756 0 6.794497 7.371703 5.504595 8.958268 7.918996 11.602843 8.442349 12.90731 9.354421 8.963892 9.378385 9.624841 7.220762 7.581632 9.443201 8.414464 7.189855 5.791397 9.444488 8.600471 7.047878 6.809015 7.727841 6.461984 10.226992 7.029293 2.996676 7.968593 9.237541 9.095651 5.033857 5.254688 10.856218 5.128646 5.30062 6.550051 9.071652 5.112333 9.660401 6.432737 7.460432 7.328333 7.056712 7.958826 7.857247 6.032194 10.527242 7.07219 7.177432 7.543621 6.473463 6.935569 5.734857 7.2937 6.104126 6.336877 8.088661 7.981168 5.845444 6.805941 8.107052 10.121465 7.626452 6.40948 8.162553 5.330789 9.381455 5.351008 8.72229 10.246069 7.815038 6.616064 6.435461 4.855908 4.070074 4.54377 4.442457 5.580338 3.193934 4.207312 3.443413 5.367872 4.786715 4.640784 4.671118 5.152583 5.910855 3.925314 3.197538 4.845023 4.413657 6.845441 4.216215 4.233357 5.049298 6.719411 6.886013 4.811578 8.146059 5.036397 5.621899 7.703882 7.343942 5.587916 6.259843 5.219963 7.730564 6.33635 7.479929 7.843004 8.159747 8.029787 6.982431 8.421664 11.495549 12.057637 6.117529 9.058725 6.854397 5.259136 5.965881 9.955818 7.459109 5.830113 11.450426 7.482457 10.011571 8.378875 7.435504 9.029808 6.977728 4.967312 6.149147 6.82198 6.895791 8.059084 6.315626 5.682146 7.466012 7.019793 9.498207 7.219569 6.35811 6.805991 7.816219 10.374839 7.082014 7.78928 7.902244 8.509322 7.386515 10.079888 6.473242 5.507316 5.76743 7.749199 9.267623 9.661313 10.591328 5.281577 4.277832 5.210899 4.655626 7.424452 7.415698 7.011661 7.194384 6.832122 11.581024 8.469727 8.913342 3.85022 3.572041 8.96731 6.587542 6.453217 6.485818 8.33888 3.551193 3.398045 3.018114 3.132241 3.034425 4.080977 3.755269 3.698479 3.489259 4.277457 4.440307 4.50518 1.93809 3.097797 5.006258 2.591801 2.632418 2.712204 3.911893 3.372045 2.750526 3.884855 3.935472 5.472645 5.084878 2.944925 3.791584 3.437299 3.297999 3.401926 2.999035 5.158028 2.733377 3.453546 6.210113 5.434116 3.882249 5.827185 5.671783 6.546795 6.244473 7.918267 9.221453 7.243659 3.674315 11.172588 7.059341 3.860163 5.797842 5.64739 7.361238 6.527617 8.450806 6.242626 7.07721 7.591599 5.874453 5.826246 7.689004 5.99707 8.274627 7.272073 9.583092 5.13675 8.065361 4.361467 3.254976 3.351763 3.616806 4.068597 4.187701 3.576332 3.678914 3.165464 5.581466 2.953727 3.705865 6.270744 4.516807 4.558068 4.686836 4.831643 3.714299 3.618965 3.618048 4.112239 4.160315 4.923038 3.689085 5.352547 3.576642 3.896673 3.815983 3.805098 3.67265 3.221364 5.870009 3.910696 4.149143 4.086194 6.300334 6.076229 6.41067 5.61947 4.737767 8.582559 5.262217 6.55582 3.832163 4.442455 5.443564 3.437209 2.651271 5.230295 8.402147 6.160058 5.327427 4.58209 8.146791 4.64368 5.463702 6.338312 2.646927 6.842569 6.430432 5.125591 2.546861 3.982215 8.881482 4.033798 5.391842 2.705005 4.566005 6.404317 2.815129 3.990765 4.247305 2.52548 4.291041 5.342049 6.729544 4.283481 3.819444 7.537121 5.671365 7.976274 3.192516 3.593335 2.563403 6.42072 4.791724 4.931911 2.598008 3.130297 5.274649 2.743384 4.119803 5.065181 5.100615 5.016775 5.813972 4.278521 5.944617 5.229844 7.211505 4.047886 5.412708 4.86248 3.7918 5.86746 5.025461 5.836314 9.063166 8.733072 4.999991 11.692092 8.412453 7.609476 5.826889 8.45485 8.618596 7.1787 7.214992 5.063726 6.318487 10.303938 5.140007 7.916545 5.97259 5.078577 8.480265 8.221139 5.747796 5.796555 10.725304 7.1441 6.146804 6.528378 7.171012 10.678056 7.370085 6.331313 10.046602 6.044622 8.302575 4.768065 8.246692 7.507111 6.100795 6.417178 5.02394 5.061217 8.446339 10.427771 9.557037 10.362091 6.834274 9.58953 7.355324 6.328994 4.588726 6.062626 3.799513 6.346561 6.494669 9.706535 10.798364 9.544626 7.844535 7.25598 8.131349 7.338109 9.243133 8.188728
CHE_07227 12.137699 7.20483 7.775348 0 9.718606 8.172611 11.543648 9.670402 7.941761 7.898211 14.804627 6.069848 7.193548 9.974492 12.334558 7.347319 8.44135 7.155013 8.524246 6.076918 8.693136 7.183321 6.663313 8.255476 7.246717 5.889072 5.583257 8.28261 5.299281 6.258176 7.23632 8.321008 6.146654 6.692357 7.2985 10.525523 9.416491 6.253921 11.619187 7.46297 10.050804 7.625448 4.692381 5.799136 9.410951 6.153689 6.131345 7.413498 5.484136 7.641987 6.848269 8.142878 10.27892 8.277308 6.310396 7.044965 8.610511 6.131897 10.440019 7.568091 7.210702 8.056299 7.618317 6.394149 12.181902 5.953429 5.376427 6.609657 7.580472 7.628668 5.378997 4.765701 13.041892 7.700897 10.24028 5.606116 3.236038 4.221406 3.849395 7.915327 4.544258 3.780992 3.728441 3.808688 4.137454 5.431257 5.413428 4.674557 4.38341 5.211972 5.647386 6.516343 4.797825 4.297775 6.473492 7.38 6.747006 5.86967 9.664569 5.99391 5.243407 5.581486 4.122902 7.824078 8.200562 6.391205 6.558097 8.362802 6.096391 5.972459 11.406072 5.713564 9.190127 5.23166 10.3813 7.592493 11.106729 10.437779 11.282019 6.648027 8.435898 7.313325 7.252915 7.195835 6.177433 6.105913 7.658812 5.303234 8.458038 10.795354 7.352827 8.460569 10.638055 9.250438 7.981452 5.983107 5.029409 7.816007 6.465306 8.960239 6.29199 8.039258 11.355543 7.523709 6.554844 8.002912 9.151568 5.510048 8.715781 7.444442 6.499401 8.992533 8.578958 6.534911 6.863122 7.626911 9.82979 6.017143 9.473908 13.256596 10.013796 8.898129 5.706732 4.982214 5.277058 7.094378 8.779783 6.293184 5.86166 5.65399 9.413861 4.954615 7.093595 6.6255 4.344726 5.515201 8.706594 8.328812 7.193828 5.584319 8.075232 3.158497 3.377189 3.131721 2.962831 3.171761 3.082793 4.575321 4.208313 3.964341 2.969786 5.641421 2.86177 3.127083 4.088019 3.674263 3.850742 4.415526 3.328356 6.936382 2.820264 5.642328 2.989763 3.2038 4.295357 4.162898 3.0281 5.00162 3.306028 3.669177 4.320882 4.317759 2.809523 2.902077 3.499615 4.443986 7.959317 4.877393 4.786686 6.06374 6.651036 6.125298 10.583824 7.332298 5.725564 4.721281 10.78457 8.616751 3.432841 7.780746 4.155705 5.399734 5.453739 4.977436 10.201579 7.498505 7.596247 6.23186 6.455361 6.739289 8.176019 5.744883 9.559864 12.327752 5.392576 10.023539 4.239333 2.660708 3.406576 3.280603 3.653591 4.165553 3.888667 3.436531 3.819164 3.503547 2.733482 3.267873 3.281066 3.800765 3.379698 3.564915 3.70466 3.613285 3.321451 3.450866 3.095014 3.193332 3.203227 3.208175 2.997909 3.386008 3.482825 4.2374 3.277093 3.205564 2.967735 3.540003 3.790748 3.617521 3.472674 5.099034 8.113878 4.409966 8.307386 4.025374 6.114864 6.029706 5.53857 7.287023 5.349322 4.189814 4.603355 2.729544 4.168032 4.207112 4.950914 8.555194 3.616202 7.310706 4.862349 4.599488 5.456183 3.228196 5.014464 4.596258 6.591895 3.225887 4.610324 7.074279 5.068494 4.929562 2.986284 5.344892 5.25352 2.848162 3.981481 7.896248 2.781767 3.91827 4.971936 5.90564 4.76716 3.409482 6.060887 4.22583 4.920938 2.578448 5.712573 3.211871 6.24428 7.052989 6.675034 2.428439 8.958712 5.465954 2.908726 4.97729 3.945696 5.19281 5.117038 5.68356 5.852944 3.970908 5.542535 9.851723 4.715155 7.728378 5.600503 4.86408 3.705723 10.184908 6.683989 9.700466 11.800533 7.285414 6.544611 5.763627 7.369191 7.305814 8.276579 6.888738 8.808224 7.814948 6.681872 8.720544 8.996985 7.121041 11.159463 7.112441 5.584144 6.031394 5.886393 7.264703 8.985959 8.588401 8.938256 6.371827 7.157966 6.271907 9.96544 7.714316 9.544163 6.728488 8.108335 7.222931 8.209462 5.399553 8.045195 7.396574 8.288884 6.726223 6.703802 4.865518 7.583188 7.811946 7.202459 6.938933 8.359083 9.38825 4.337551 5.922894 4.877248 4.396545 7.948361 5.558847 6.371331 7.361846 7.905544 8.254643 7.534009 6.390214 9.731153 7.470177 8.011118
CHE_07230 10.456349 7.409271 7.23319 10.985995 0 8.239055 8.532945 6.509172 8.282601 6.940151 4.476657 6.638626 6.961747 11.31056 5.456356 8.252166 5.793938 8.296751 10.366032 5.672401 4.579669 6.397134 7.943159 8.878572 6.384033 9.421943 6.935858 4.42409 5.267462 4.557721 8.136155 4.688288 6.699566 7.041978 6.804234 7.188146 4.636429 5.306405 5.07129 8.92541 4.919187 5.276626 8.532185 6.54351 5.127826 6.729064 6.797826 6.214978 6.512693 5.981083 6.136669 6.138984 7.637428 8.323361 4.791553 6.479609 6.627033 6.669164 8.780012 8.762153 6.320248 6.63537 6.852486 5.806239 8.210166 5.104478 8.751758 8.69145 7.710712 5.88752 7.201 7.160461 7.83333 5.688965 6.214759 9.820423 2.950247 3.285578 3.531744 3.57085 2.524526 2.633712 3.653259 4.223955 4.877269 4.383082 5.246254 2.307338 3.451343 2.998618 4.683524 4.283941 3.323502 4.181171 7.12855 7.885247 4.24115 5.572685 6.589505 7.203923 2.727048 5.352956 4.638153 3.911389 5.756608 8.311646 6.002107 6.125449 4.270147 8.266191 5.758338 8.44265 8.006207 9.05563 7.692586 7.018767 7.319928 7.211125 7.798535 6.595605 9.595537 6.286107 8.826753 8.513543 8.87633 4.081688 7.322309 5.274471 6.648872 4.382904 6.742736 8.628066 7.072703 4.895758 6.951018 7.729826 9.820495 6.648361 5.158654 7.125776 6.522435 6.024469 7.167609 7.480272 9.788881 4.258519 8.352473 9.018888 7.645942 7.290448 5.024738 6.335525 6.809986 6.610616 6.350933 7.002069 8.363029 5.513752 9.487487 8.9041 11.279484 8.443914 4.376181 3.420653 3.627472 5.100994 5.239164 6.013516 5.243014 6.652207 5.994611 6.81077 4.61999 7.306399 5.012757 3.633125 8.105803 6.181173 5.008271 4.042764 7.296037 2.985981 3.326684 2.939556 2.920703 3.441271 4.27248 2.707165 3.342014 3.167061 2.883776 4.860294 2.77679 3.983932 3.245299 2.059358 4.050243 3.951407 3.538974 4.513305 2.704103 2.616783 2.242092 3.379847 5.377266 2.849912 3.984728 2.688062 3.329231 3.895418 3.016431 3.506086 2.214242 2.947745 4.025938 5.315094 5.092429 4.057582 4.181044 3.850788 6.935455 5.46276 5.596981 7.904527 5.689952 2.978203 8.636112 4.50997 3.678213 6.561352 3.237155 5.096868 3.668083 5.700916 8.095444 6.273526 7.506014 8.527411 9.310165 6.584658 6.526655 7.258749 9.158403 6.131964 6.558435 9.889588 4.060436 2.450408 2.579782 2.756554 3.021837 3.025665 2.642504 2.616348 3.655068 2.507013 3.02966 2.643674 2.570829 3.211605 3.21101 4.096516 2.748005 2.803095 2.593947 2.415257 3.925624 2.779101 3.082444 3.188257 3.640248 2.922293 2.711594 3.2774 3.238249 2.820264 2.554925 5.293142 3.03155 2.718253 3.165028 4.070886 5.008901 5.426791 6.347642 5.797133 5.097077 3.704638 5.047615 4.847814 3.108498 6.059779 2.316746 2.247949 4.572853 8.307677 4.470014 3.846839 5.216961 3.941249 5.357126 4.934995 4.277826 2.570863 4.077334 5.47538 3.625953 2.701328 3.783848 5.73063 3.602737 5.487956 2.90399 6.439204 4.148285 2.818229 3.515638 6.108401 2.293648 6.311098 3.998225 4.923494 4.018364 3.499138 3.677999 4.477794 5.919673 2.531438 4.466473 2.781954 4.535301 3.725234 5.923709 5.267974 3.682334 5.776879 2.792476 4.145585 4.536179 5.286827 3.699531 4.73061 6.110267 5.536676 4.500336 5.681782 4.099541 8.160495 5.313417 5.34996 6.194406 6.182578 5.623575 5.706544 7.493662 8.482873 6.007448 6.519921 8.781978 5.79311 7.308845 6.117715 7.831058 7.467258 5.646834 6.476801 6.918381 5.741063 7.107667 5.576332 3.925309 8.494149 7.525464 8.238971 5.949899 7.390277 6.782858 5.739536 5.729487 7.139331 6.925218 7.803651 8.853899 8.449176 6.70932 8.737551 8.855661 5.803097 4.697713 6.239382 4.997554 6.475053 4.20755 6.058535 8.610496 6.757386 7.96431 5.396091 5.997265 6.659537 6.05084 6.053045 4.417454 3.491863 4.675175 4.254601 5.460122 5.471063 5.536696 6.427651 4.185513 6.244458 10.268137 6.158376 6.651534
